,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
10,The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.37092772126197815,0.2099064141511917,0.22632133960723877,0.22494438290596008,0.1882101595401764,0.22740501165390015,0.20629580318927765,0.14820735156536102,0.18099762499332428,0.31024086475372314,0.2427835315465927,0.180425226688385,0.1916940063238144,0.26198768615722656,0.19117851555347443,0.1818818300962448,0.16792361438274384,0.13533493876457214,0.15015286207199097,0.19658854603767395,0.17385567724704742,0.21441224217414856,0.16158072650432587,0.1608256846666336,0.3378105163574219,0.27818620204925537,0.14003890752792358,0.20995770394802094,0.14963704347610474,0.23552824556827545,0.19576875865459442,0.24370498955249786,0.19317281246185303,0.19378460943698883,0.037821363657712936,0.2395339161157608,0.25971218943595886,0.13265612721443176,0.18049488961696625,0.12034857273101807,0.1456611156463623,0.16375483572483063
11,Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.6796416640281677,0.47560521960258484,0.4076174795627594,0.44844281673431396,0.36655348539352417,0.29525622725486755,0.5187461972236633,0.5268784165382385,0.5283099412918091,0.4998597204685211,0.5097712874412537,0.43136492371559143,0.7234101891517639,0.5611398220062256,0.6068413257598877,0.3903122544288635,0.5211179256439209,0.5473842620849609,0.22243335843086243,0.23884521424770355,0.3778750002384186,0.42625391483306885,0.2028048038482666,0.316900372505188,0.17235343158245087,0.5572431683540344,0.3087059259414673,0.48393362760543823,0.43352633714675903,0.41467908024787903,0.3792053461074829,0.2829491198062897,0.48284777998924255,0.13539409637451172,0.058750662952661514,0.4848457872867584,0.44764024019241333,0.5432018041610718,0.23817439377307892,0.6793425679206848,0.4437673091888428,0.4683547914028168
12,Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.23835952579975128,0.049206607043743134,0.08512452244758606,0.08126256614923477,0.08000928163528442,0.0685427188873291,0.07032257318496704,0.06570269912481308,0.0545959435403347,0.025802575051784515,0.07026829570531845,0.02448303997516632,0.038790442049503326,0.024054009467363358,0.0707918256521225,0.057438451796770096,0.06555488705635071,0.0737525224685669,0.0022156713530421257,0.0522427074611187,0.062208183109760284,0.01200051512569189,0.028604812920093536,0.004884227178990841,0.01560734398663044,0.08398834615945816,0.11817388236522675,0.026045536622405052,0.10245407372713089,0.025099249556660652,0.06071055680513382,0.09446399658918381,0.09656256437301636,0.07333081215620041,2.6004559913417324e-05,0.05731549859046936,0.08705519884824753,0.03235724940896034,0.06297910213470459,0.007831987924873829,0.05756344646215439,0.079792819917202
13,Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.08223987370729446,0.07650554180145264,0.08520837128162384,0.05671936646103859,0.09367271512746811,0.09469389915466309,0.0813828781247139,0.09587029367685318,0.061215534806251526,0.06904026865959167,0.09327531605958939,0.09995723515748978,0.07716979086399078,0.04808168113231659,0.04582476615905762,0.06343179196119308,0.10523778200149536,0.08881169557571411,0.09765796363353729,0.06658298522233963,0.05924706161022186,0.10406998544931412,0.07272326946258545,0.10490146279335022,0.16353510320186615,0.12038544565439224,0.08369617164134979,0.13903431594371796,0.06199377775192261,0.044611264020204544,0.08052881062030792,0.11332812160253525,0.11103611439466476,0.08141336590051651,0.005739311687648296,0.05620642378926277,0.0765918493270874,0.2018844038248062,0.08869525045156479,0.038389381021261215,0.06878091394901276,0.058163147419691086
14,California is the most,The bear flag state is the most,California,The bear flag state, populous,0.21317601203918457,0.08460123836994171,0.11559827625751495,0.12826576828956604,0.11348335444927216,0.11235272884368896,0.12470723688602448,0.04471270367503166,0.08107136934995651,0.20690223574638367,0.06316693127155304,0.06516478210687637,0.07458048313856125,0.08645642548799515,0.10745993256568909,0.11982128769159317,0.09995588660240173,0.08855791389942169,0.0582677386701107,0.07976087182760239,0.12190914154052734,0.0710819736123085,0.09689199179410934,0.04194334149360657,0.03753619268536568,0.16416367888450623,0.17578287422657013,0.05339277908205986,0.08890654891729355,0.11781226098537445,0.06277657300233841,0.2672744393348694,0.21804015338420868,0.07932449877262115,0.003160112304612994,0.1459103673696518,0.0361844040453434,0.07919340580701828,0.04045293107628822,0.04792526736855507,0.08990618586540222,0.0248259287327528
15,California is the most,The golden bear state is the most,California,The golden bear state, populous,0.21317601203918457,0.06684040278196335,0.13594752550125122,0.12037878483533859,0.10382361710071564,0.11170189082622528,0.13014023005962372,0.07651402056217194,0.06349208950996399,0.096261166036129,0.0593823567032814,0.10717619210481644,0.06649544835090637,0.05908302217721939,0.06956973671913147,0.08906687796115875,0.08079735934734344,0.08234749734401703,0.07572615891695023,0.043636832386255264,0.10733874887228012,0.06862099468708038,0.11388902366161346,0.04823745787143707,0.027637915685772896,0.07369548082351685,0.14346709847450256,0.02902415208518505,0.06639688462018967,0.07547258585691452,0.07738152146339417,0.16329629719257355,0.14824184775352478,0.05225510895252228,0.02031637541949749,0.13187770545482635,0.08667062968015671,0.17630240321159363,0.0246401559561491,0.03764673322439194,0.10673893988132477,0.06583322584629059
16,Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.5084292888641357,0.23879367113113403,0.23043867945671082,0.13111397624015808,0.29095005989074707,0.20676879584789276,0.2819975018501282,0.2530316114425659,0.22660599648952484,0.205719992518425,0.3547689914703369,0.23303283751010895,0.1710679531097412,0.2720835506916046,0.2927597761154175,0.36900565028190613,0.3443346619606018,0.20651458203792572,0.2314852476119995,0.31592363119125366,0.29526185989379883,0.34491729736328125,0.2338578701019287,0.31412509083747864,0.22260847687721252,0.28862252831459045,0.23901541531085968,0.25176605582237244,0.17081552743911743,0.25134971737861633,0.2274366170167923,0.16503839194774628,0.24862299859523773,0.23106901347637177,0.035711001604795456,0.2731420397758484,0.286145955324173,0.23561398684978485,0.1496770679950714,0.13158583641052246,0.08943895995616913,0.23050051927566528
17,Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.17630963027477264,0.047272179275751114,0.05313171446323395,0.05530781298875809,0.055290527641773224,0.06064865365624428,0.05609440803527832,0.07066679000854492,0.050498396158218384,0.02662941999733448,0.05763975530862808,0.05057937651872635,0.05566420778632164,0.0969318151473999,0.05370212346315384,0.05012393742799759,0.05079251527786255,0.05124184116721153,0.058665692806243896,0.02703283168375492,0.0454326868057251,0.07605372369289398,0.04810864105820656,0.06202339380979538,0.027856774628162384,0.09923121333122253,0.03470253199338913,0.06200246512889862,0.060236264020204544,0.04702845215797424,0.05626877397298813,0.062015220522880554,0.06912150979042053,0.07552479952573776,0.06217030808329582,0.09062296152114868,0.05492328852415085,0.017630746588110924,0.03251701220870018,0.038076549768447876,0.04858872666954994,0.04527898132801056
18,Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.5730769634246826,0.6139867901802063,0.8007554411888123,0.6563849449157715,0.6559343338012695,0.7904108762741089,0.7406520247459412,0.6239427924156189,0.6520925164222717,0.39960795640945435,0.6997380256652832,0.6873059272766113,0.6152961254119873,0.7592740058898926,0.5116080045700073,0.6011855006217957,0.6329600214958191,0.6656167507171631,0.7842221856117249,0.6220199465751648,0.6735131740570068,0.739928126335144,0.6213558912277222,0.7520026564598083,0.4674851596355438,0.7900205254554749,0.6030002236366272,0.6772736310958862,0.7216641306877136,0.6647869944572449,0.6917381286621094,0.6902192831039429,0.655486524105072,0.7052121162414551,0.0025096661411225796,0.7162800431251526,0.6654906272888184,0.7461081147193909,0.670576274394989,0.702727198600769,0.5293648838996887,0.6653212308883667
19,Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.252818763256073,0.2651621997356415,0.20045875012874603,0.23141531646251678,0.2244459092617035,0.20330198109149933,0.2087807059288025,0.13204894959926605,0.2410082370042801,0.1138751208782196,0.2957789897918701,0.08889418095350266,0.30520522594451904,0.2189439982175827,0.13130737841129303,0.19161401689052582,0.19127210974693298,0.16873057186603546,0.18103504180908203,0.26534411311149597,0.17888243496418,0.07214938849210739,0.101694256067276,0.21199168264865875,0.07698865234851837,0.10414569824934006,0.25674471259117126,0.17026248574256897,0.16525903344154358,0.13194935023784637,0.2120651751756668,0.11941369622945786,0.1719943732023239,0.15306799113750458,0.09559303522109985,0.19687005877494812,0.2506692707538605,0.17736010253429413,0.08538968116044998,0.21301767230033875,0.11524241417646408,0.15965981781482697
20,James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.055993277579545975,0.07543729990720749,0.06736963242292404,0.07064887881278992,0.06408004462718964,0.07345596700906754,0.0635228306055069,0.049241576343774796,0.05784473195672035,0.04878869652748108,0.07733771950006485,0.054589979350566864,0.06233714520931244,0.0626654103398323,0.051790665835142136,0.055792998522520065,0.04813135042786598,0.06144985929131508,0.05253090336918831,0.05146670714020729,0.06999236345291138,0.045022085309028625,0.049444183707237244,0.05239136144518852,0.044372811913490295,0.05414701625704765,0.0685751885175705,0.06449271738529205,0.05344510078430176,0.06386440247297287,0.0474553257226944,0.03716022148728371,0.07317858189344406,0.04766249656677246,0.05748923122882843,0.05554357171058655,0.06123039871454239,0.04722197353839874,0.050194427371025085,0.0629086047410965,0.03841150552034378,0.03933893144130707
21,Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,0.0007610786124132574,0.0002456888905726373,0.0002628798538353294,0.00020687088544946164,0.0005049700266681612,0.00015061553858686239,0.00012566697841975838,0.0001807514054235071,0.0002397964708507061,0.0003521237231325358,0.00021990695677231997,0.00024499723804183304,0.00026333832647651434,5.0978207582375035e-05,0.0001514459290774539,5.325267920852639e-05,0.00016538749332539737,0.00012571629486046731,0.0001852422283263877,0.00021926951012574136,9.087695070775226e-05,0.00024267872504424304,0.00022997499036137015,0.0001327101344941184,0.00022225762950256467,0.00020085807773284614,0.000216845452087,0.0003493166295811534,0.00015117134898900986,0.00012615928426384926,0.00021296499471645802,0.0001346823846688494,0.0002899793616961688,0.0002948186011053622,9.776122169569135e-06,3.417575135244988e-05,0.00022241668193601072,0.00011992471263511106,0.00018925876065623015,0.00011674385314108804,0.0002777902118396014,0.00018669257406145334
22,Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.6204220652580261,0.6671057343482971,0.5189477801322937,0.5809829235076904,0.7107787728309631,0.5339420437812805,0.5006808638572693,0.5965988039970398,0.6711582541465759,0.7102919220924377,0.7114244699478149,0.4828925132751465,0.5768300890922546,0.6067758202552795,0.8131089210510254,0.6432284116744995,0.5883393883705139,0.45419272780418396,0.7482349276542664,0.5695452690124512,0.622019350528717,0.6499314904212952,0.4725654125213623,0.5300993323326111,0.668674111366272,0.5991307497024536,0.5893405675888062,0.502055287361145,0.8607363104820251,0.555748701095581,0.4348977208137512,0.792316198348999,0.4095551371574402,0.6530107259750366,0.5818836688995361,0.4493251144886017,0.6027661561965942,0.5843035578727722,0.5014497637748718,0.6855469942092896,0.640907347202301,0.7890413403511047
23,Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,0.009055799804627895,0.00026560892001725733,0.00017769656551536173,0.00017454866610933095,0.0005624250625260174,0.00019396374409552664,0.00021188738173805177,0.0002938178658951074,0.00036111471126787364,0.0005656621651723981,0.00017963294521905482,0.00020343392679933459,0.00011033785995095968,0.00013565132394433022,0.000315323646645993,0.0003881064767483622,0.00018331824685446918,0.0006768748280592263,0.00012545386562123895,0.000296194659313187,0.00044699572026729584,0.00015441847790498286,0.00019871692347805947,0.00026326411170884967,0.00017467183351982385,0.00010338263382436708,0.00012232399603817612,9.612607391318306e-05,0.00013254453369881958,0.00014948354510124773,0.00021192349959164858,0.00021093690884299576,0.0002535781532060355,0.00036177498986944556,5.143348244018853e-05,0.00023363970103673637,0.0002615564444568008,0.0002337545738555491,0.00013817436411045492,0.00026271218666806817,3.731749893631786e-05,0.0002375314652454108
24,Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.7826583981513977,0.784845232963562,0.4047495722770691,0.585885226726532,0.6911125779151917,0.44231167435646057,0.3575672507286072,0.5864278078079224,0.45918649435043335,0.3331772983074188,0.49290138483047485,0.3235870897769928,0.20310641825199127,0.5321423411369324,0.4037363529205322,0.5982120633125305,0.5763715505599976,0.6289587020874023,0.7153805494308472,0.5949863791465759,0.6942526698112488,0.5156580209732056,0.40146657824516296,0.5225685238838196,0.4936344027519226,0.4386259913444519,0.6177698373794556,0.485344797372818,0.29337775707244873,0.5715591907501221,0.4190514087677002,0.24880316853523254,0.4859004020690918,0.4483475983142853,0.006134471856057644,0.23332035541534424,0.7302444577217102,0.08554065227508545,0.7603054046630859,0.49502649903297424,0.35783371329307556,0.7733142375946045
25,Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.08564883470535278,0.005639840383082628,0.009053393267095089,0.007347099483013153,0.008364452049136162,0.008709754794836044,0.0037478019949048758,0.008322574198246002,0.0072656054981052876,0.00779676903039217,0.008084544911980629,0.006599831394851208,0.005010675173252821,0.0063650403171777725,0.0017861033556982875,0.005715145729482174,0.005361189134418964,0.00625586649402976,0.0060631209053099155,0.0031621588859707117,0.008585039526224136,0.005596287082880735,0.005256162490695715,0.010049128904938698,0.005903410259634256,0.010999965481460094,0.002894946141168475,0.010408521629869938,0.004811645485460758,0.0047796256840229034,0.008876875974237919,0.0026894572656601667,0.007269856985658407,0.004676335025578737,0.010197837837040424,0.006298357155174017,0.007260789163410664,0.007990236394107342,0.0028422833420336246,0.008613210171461105,0.0049388171173632145,0.0029870783910155296
26,Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,0.002423867816105485,0.0010892081772908568,0.0012666905531659722,0.0015230468707159162,0.0009848190238699317,0.0007507105474360287,0.0006248630816116929,0.0008047906449064612,0.001463318825699389,0.0006203044904395938,0.0008327861432917416,0.001517788739874959,0.0006993053830228746,0.00117500068154186,0.001030973275192082,0.0013576551573351026,0.0009767020819708705,0.0009988164529204369,0.0007514085154980421,0.0016846408834680915,0.001171777956187725,0.0008684574859216809,0.0006632818258367479,0.0014537550741806626,0.00133091292809695,0.0011522506829351187,0.001618062611669302,0.0006963976193219423,0.0021517130080610514,0.0013902412028983235,0.0011985164601355791,0.0007731153746135533,0.0010510028805583715,0.0005154054961167276,0.0002463553100824356,0.0008056828519329429,0.0008593632956035435,0.002092250855639577,0.0005110007477924228,0.002501440467312932,0.002207888988777995,0.003394876606762409
27,Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.13000571727752686,0.001722118817269802,0.002777736634016037,0.002535781357437372,0.002464297227561474,0.0032035422045737505,0.002276130486279726,0.0030389386229217052,0.0025135648902505636,0.0010367485228925943,0.0015014851232990623,0.00221946625970304,0.004657186102122068,0.0005731317214667797,0.0020501776598393917,0.001851761364378035,0.0024035463575273752,0.002439746167510748,0.0002336150355404243,0.004377972800284624,0.003238304750993848,0.00189541548024863,0.00167525140568614,0.0003951324033550918,0.0007959606591612101,0.0007251001661643386,0.0012919350992888212,0.0022688580211251974,0.0022109157871454954,0.001653576036915183,0.002243748167529702,0.0010072647128254175,0.0024514964316040277,0.0009829867631196976,1.1753201789588275e-07,0.0006753600318916142,0.0030951823573559523,0.0032177779357880354,0.0038864505477249622,0.003678199602290988,0.0024312427267432213,0.005584072321653366
