,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
10,The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.04011977091431618,0.041397012770175934,0.05037695914506912,0.06196638569235802,0.03704267367720604,0.059140894562006,0.03675450012087822,0.04728006199002266,0.029310742393136024,0.032479144632816315,0.05768013000488281,0.0365188792347908,0.031894754618406296,0.03347266465425491,0.035199474543333054,0.035166166722774506,0.03937244787812233,0.054739173501729965,0.030207162722945213,0.053107600659132004,0.05913925543427467,0.03230152279138565,0.03520777449011803,0.02986125461757183,0.04758090898394585,0.03648097813129425,0.03586142510175705,0.03647396340966225,0.03333260864019394,0.050329793244600296,0.04541335999965668,0.02327759750187397,0.03362270072102547,0.037860553711652756,0.07678916305303574,0.0465097539126873,0.048289380967617035,0.03562624752521515,0.028401074931025505,0.0378134585916996,0.04800260066986084,0.03760320693254471
11,Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.6101883053779602,0.44258418679237366,0.3096649944782257,0.32467204332351685,0.36305803060531616,0.4906429052352905,0.34169209003448486,0.4781765937805176,0.3765934109687805,0.36339762806892395,0.38867053389549255,0.33747318387031555,0.4340772032737732,0.35762688517570496,0.2575134336948395,0.3801601529121399,0.2902835011482239,0.4647441506385803,0.32719290256500244,0.3555659055709839,0.32213860750198364,0.42368295788764954,0.34574952721595764,0.33934327960014343,0.3296895921230316,0.4868978261947632,0.3340335786342621,0.25757744908332825,0.4442054331302643,0.398737370967865,0.3529718518257141,0.31951475143432617,0.3348749577999115,0.4442782998085022,0.24473489820957184,0.38847342133522034,0.3577268719673157,0.395108163356781,0.19071483612060547,0.31384968757629395,0.37472596764564514,0.49722832441329956
12,Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.12126775830984116,0.04642605409026146,0.049240294843912125,0.043478794395923615,0.045618753880262375,0.035647183656692505,0.04156545549631119,0.04541556164622307,0.041370708495378494,0.04020610824227333,0.03633177652955055,0.04897361993789673,0.015559830702841282,0.02605053223669529,0.049957484006881714,0.04000187665224075,0.03647332638502121,0.04666651412844658,0.019646458327770233,0.0369390994310379,0.03947988525032997,0.0473119281232357,0.05788014456629753,0.0353926382958889,0.03827507793903351,0.04593436047434807,0.059264231473207474,0.05272083729505539,0.046104565262794495,0.03937146067619324,0.041871652007102966,0.030977342277765274,0.0685107484459877,0.055987101048231125,0.027159415185451508,0.03364136815071106,0.04773927107453346,0.04394020512700081,0.04557365924119949,0.038460660725831985,0.045901820063591,0.029254676774144173
13,Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.10863781720399857,0.05260773003101349,0.05292065069079399,0.046063054352998734,0.047960661351680756,0.0308326818048954,0.061413202434778214,0.05083535239100456,0.04079488292336464,0.06567496806383133,0.042519599199295044,0.06965449452400208,0.05271624028682709,0.040092192590236664,0.0371902734041214,0.05391453951597214,0.033336274325847626,0.04276240989565849,0.041451163589954376,0.04180874302983284,0.05368489772081375,0.05157577618956566,0.04834806174039841,0.03919605538249016,0.04032847657799721,0.0384262278676033,0.039831437170505524,0.03279299661517143,0.04588824883103371,0.043118469417095184,0.07414502650499344,0.04901932179927826,0.06360945850610733,0.04495054483413696,0.06038122996687889,0.06784390658140182,0.025682006031274796,0.06850409507751465,0.04826458916068077,0.060107991099357605,0.05586439371109009,0.06348250061273575
14,California is the most,The bear flag state is the most,California,The bear flag state, populous,0.3760644495487213,0.007380534894764423,0.005178175866603851,0.011925159953534603,0.007721463218331337,0.005559021141380072,0.0037319983821362257,0.006000940687954426,0.0058774868957698345,0.0032218503765761852,0.008234684355556965,0.005822870880365372,0.0041036223992705345,0.004385027568787336,0.015745632350444794,0.005480100866407156,0.013660070486366749,0.010721301659941673,0.004139721393585205,0.006764648482203484,0.005858657415956259,0.0029934679623693228,0.020240476354956627,0.004539418034255505,0.0070827617309987545,0.004192722029983997,0.010404856875538826,0.004547588527202606,0.004780231509357691,0.002762549789622426,0.004472473170608282,0.004967686254531145,0.005527154076844454,0.012145591899752617,0.0070540704764425755,0.009493322111666203,0.004134865012019873,0.005770368967205286,0.01445828564465046,0.027775738388299942,0.007769613526761532,0.005091279745101929
15,California is the most,The golden bear state is the most,California,The golden bear state, populous,0.3760644495487213,0.05738281458616257,0.03571837395429611,0.07257962971925735,0.053037866950035095,0.035771600902080536,0.031958840787410736,0.04528235271573067,0.03999384120106697,0.02391747571527958,0.06406117975711823,0.030122047290205956,0.04575015604496002,0.03849512338638306,0.06983508914709091,0.04218738526105881,0.09526162594556808,0.05801800638437271,0.040882982313632965,0.04638323187828064,0.03536401316523552,0.024223381653428078,0.0903392806649208,0.03608734533190727,0.057555943727493286,0.03675520047545433,0.061278995126485825,0.03746449574828148,0.050508175045251846,0.02253524400293827,0.033414870500564575,0.027481932193040848,0.03459741920232773,0.0982920303940773,0.044465065002441406,0.047507937997579575,0.04513810575008392,0.03926045820116997,0.09358341246843338,0.08271045237779617,0.06609825789928436,0.025933342054486275
16,Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.5110217332839966,0.3325308859348297,0.31847357749938965,0.407772034406662,0.4055682122707367,0.27412089705467224,0.3819216191768646,0.406345933675766,0.38324424624443054,0.3190903961658478,0.33241742849349976,0.3521629869937897,0.4548855423927307,0.21282783150672913,0.3344508409500122,0.37075644731521606,0.5335172414779663,0.2506563067436218,0.2537537217140198,0.35240766406059265,0.22942349314689636,0.4249368906021118,0.38539472222328186,0.3673417866230011,0.36187946796417236,0.22136981785297394,0.304236501455307,0.36981433629989624,0.20558926463127136,0.39677339792251587,0.2666085660457611,0.36780574917793274,0.3620862066745758,0.32206442952156067,0.3763121962547302,0.33011069893836975,0.2787051796913147,0.3422136902809143,0.43386411666870117,0.20747984945774078,0.26307299733161926,0.3476751148700714
17,Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.1997496485710144,0.06401986628770828,0.06469730287790298,0.06146641820669174,0.03747154772281647,0.031608257442712784,0.07034482061862946,0.0408749021589756,0.04517529532313347,0.043796852231025696,0.035237666219472885,0.0861910954117775,0.06652633845806122,0.061307359486818314,0.05854839086532593,0.034441251307725906,0.05550693720579147,0.057670194655656815,0.061834126710891724,0.06574589014053345,0.06041228398680687,0.06107022985816002,0.0529596246778965,0.03189641237258911,0.06699886918067932,0.05366382747888565,0.058875538408756256,0.04010690376162529,0.04779263585805893,0.06801654398441315,0.07318856567144394,0.05822484940290451,0.08171112090349197,0.07173335552215576,0.08072417229413986,0.05894441530108452,0.07660453766584396,0.08314750343561172,0.07282199710607529,0.06491061300039291,0.08715923875570297,0.06086964160203934
18,Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.5748163461685181,0.3617269694805145,0.4170885384082794,0.3221209943294525,0.4426433742046356,0.3233887851238251,0.40486544370651245,0.4704448878765106,0.3646577298641205,0.38990065455436707,0.34587362408638,0.3958019018173218,0.37482255697250366,0.4698225259780884,0.3110302686691284,0.26846811175346375,0.4695030450820923,0.2804582715034485,0.33793213963508606,0.42140108346939087,0.24131563305854797,0.276625394821167,0.3938974142074585,0.43952399492263794,0.3410840928554535,0.2794586718082428,0.42842987179756165,0.2844177186489105,0.34006813168525696,0.3983728885650635,0.48374831676483154,0.22836877405643463,0.4466310441493988,0.43479397892951965,0.3354494273662567,0.25038108229637146,0.5114548206329346,0.40245211124420166,0.5122718811035156,0.23262463510036469,0.307234525680542,0.34110477566719055
19,Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.3302919864654541,0.06866389513015747,0.059687595814466476,0.05577738955616951,0.08318636566400528,0.0712084174156189,0.05433894321322441,0.05416888743638992,0.07523881644010544,0.02483227662742138,0.04370364546775818,0.03617103397846222,0.07321640849113464,0.04993988201022148,0.06190085411071777,0.06523571908473969,0.10925405472517014,0.06734955310821533,0.08107107132673264,0.08636551350355148,0.06598873436450958,0.053322359919548035,0.06071775034070015,0.06685002893209457,0.06702286750078201,0.052499037235975266,0.05780838802456856,0.04036751389503479,0.06235269084572792,0.03718274086713791,0.07896699756383896,0.06846154481172562,0.07703051716089249,0.0469990000128746,0.04430372267961502,0.05155269801616669,0.07557488232851028,0.05765266716480255,0.04117679223418236,0.0331588089466095,0.08655253052711487,0.05482085421681404
20,James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.14712963998317719,0.00293291755951941,0.001994683872908354,0.002309466479346156,0.002879372099414468,0.0025583908427506685,0.0018799740355461836,0.0026669232174754143,0.001825234736315906,0.0021083783358335495,0.0020932520274072886,0.0030822581611573696,0.0024392951745539904,0.0025253486819565296,0.0014502496924251318,0.0022528497502207756,0.0042323945090174675,0.0019089622655883431,0.0020873211324214935,0.0028934997972100973,0.0013519080821424723,0.002058812417089939,0.003997706808149815,0.003047809936106205,0.0017554668011143804,0.00289186486043036,0.001992278266698122,0.0018734484910964966,0.002799774520099163,0.0021708491258323193,0.0031028178054839373,0.002332912292331457,0.0016395071288570762,0.0030491985380649567,0.0030024563893675804,0.0020745540969073772,0.0027904552407562733,0.001732808188535273,0.005228216294199228,0.0020897916983813047,0.0035150207113474607,0.0013101869262754917
21,Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,0.00038516242057085037,0.00022044844808988273,0.00023044741828925908,0.00024297781055793166,0.0001701763249002397,0.00027376983780413866,0.00022768740018364042,0.000302991975331679,0.00016709353076294065,0.0002678689197637141,0.00022382198949344456,0.00028414101689122617,0.00020522963313851506,0.0002647573419380933,0.00025153180467896163,0.0003169721458107233,0.00018439555424265563,0.00030110616353340447,0.0001902584481285885,0.000259637541603297,0.0002884733839891851,0.0002588874485809356,0.00016902822244446725,0.00016083593072835356,0.00020992850477341563,0.0002100758283631876,0.0002329916605958715,0.00025646109133958817,0.00025875313440337777,0.00023423387028742582,0.00027588376542553306,0.00019478176545817405,0.00022186075511854142,0.0001890884159365669,0.00017806787218432873,0.00021429898333735764,0.00026364243240095675,0.0001611963234608993,0.00013611676695290953,0.00024428506731055677,0.00016810427769087255,0.00024057668633759022
22,Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.8249047994613647,0.40476706624031067,0.31586259603500366,0.34752941131591797,0.33920830488204956,0.3733864426612854,0.21046869456768036,0.2806726098060608,0.48123404383659363,0.3186226785182953,0.5402722954750061,0.37685728073120117,0.22655755281448364,0.2137477695941925,0.37014368176460266,0.27206483483314514,0.4729355275630951,0.30016303062438965,0.2690775692462921,0.3245660364627838,0.4954642951488495,0.25101974606513977,0.4379730820655823,0.5241547226905823,0.43114301562309265,0.5640857815742493,0.20838569104671478,0.2658364474773407,0.20190437138080597,0.4196181297302246,0.4434656500816345,0.36930182576179504,0.2541070878505707,0.13429726660251617,0.21073785424232483,0.4777207374572754,0.5225070714950562,0.2066047638654709,0.2887411415576935,0.3358894884586334,0.17984265089035034,0.2487318217754364
23,Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,0.0002414846239844337,0.00017673568800091743,0.00012205113307572901,0.00015371199697256088,0.00011652885586954653,0.00014561087300535291,0.00021936625125817955,0.0001266703475266695,0.00013151366147212684,0.0001189563117804937,0.00013702220167033374,9.22390609048307e-05,0.0002510004269424826,0.00015122773766051978,0.00016461065388284624,0.00018351280596107244,0.00012173732102382928,9.600818884791806e-05,0.0001744923647493124,9.447782940696925e-05,9.030020737554878e-05,0.00018503870524000376,0.0001472653675591573,0.0001478226186009124,0.0001621555129531771,0.00011904376151505858,0.00015123141929507256,0.00018291959713678807,0.00016035303997341543,0.00014273307169787586,0.0001612286432646215,0.00019861735927406698,0.0001176663427031599,0.00010829007806023583,0.00020366485114209354,0.00023772873100824654,0.00013671260967385024,0.00017879715596791357,0.00015864535816945136,0.00016443610365968198,0.00022622612596023828,0.000306869565974921
24,Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.02209133468568325,0.019445179030299187,0.02374892309308052,0.022081945091485977,0.014039707370102406,0.015196224674582481,0.021395644173026085,0.02783249504864216,0.02113109827041626,0.012938681989908218,0.027671383693814278,0.01703999750316143,0.009466071613132954,0.009362554177641869,0.024159131571650505,0.018230143934488297,0.01553588081151247,0.018708033487200737,0.011654230765998363,0.012286363169550896,0.020201383158564568,0.015134905464947224,0.025807661935687065,0.015246672555804253,0.010991204530000687,0.027674825862050056,0.015042364597320557,0.007895966991782188,0.03502803295850754,0.017131134867668152,0.023666733875870705,0.014270441606640816,0.00983917061239481,0.013433245941996574,0.014380424283444881,0.01998284086585045,0.015449101105332375,0.01631929911673069,0.021252864971756935,0.026060529053211212,0.018948964774608612,0.014350710436701775
25,Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.04027710109949112,0.0056024775840342045,0.0051549579948186874,0.006004258058965206,0.0034178064670413733,0.003418466541916132,0.005584327969700098,0.005539007484912872,0.003267757361754775,0.0035842289216816425,0.0066721877083182335,0.0031470193061977625,0.00788155198097229,0.005209746304899454,0.003613085485994816,0.006124118808656931,0.005791099742054939,0.006573058664798737,0.0054800608195364475,0.006936900783330202,0.005716678686439991,0.00427729869261384,0.0039029447361826897,0.004989182110875845,0.007220750208944082,0.004239771049469709,0.00773879187181592,0.006660314276814461,0.0039125471375882626,0.005672880448400974,0.007015847600996494,0.0056204283609986305,0.004077180288732052,0.005185396876186132,0.0027588442899286747,0.004443327430635691,0.0054485853761434555,0.005418923683464527,0.00456984294578433,0.0031938981264829636,0.005747974384576082,0.0024898250121623278
26,Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,0.000654756382573396,0.0004494568274822086,0.0004892604774795473,0.00040003733010962605,0.0004084110842086375,0.000306214380543679,0.00043951161205768585,0.00038029366987757385,0.0003459591534920037,0.00031857131398282945,0.0002796555927488953,0.0003457631100900471,0.0005287093226797879,0.00033019791590049863,0.00038819131441414356,0.0002962835715152323,0.0005075445515103638,0.0004389844834804535,0.0003771489718928933,0.00031120964558795094,0.0005220327875576913,0.0005100014386698604,0.000582900654990226,0.0003489022783469409,0.00036768335849046707,0.0005170053336769342,0.0002803267852868885,0.0004107375571038574,0.000526707386597991,0.0004343744076322764,0.00025081547209993005,0.0004817692388314754,0.0003923072654288262,0.00046068234951235354,0.0005050799227319658,0.00032454708707518876,0.0007061718497425318,0.00026774092111736536,0.000807416217867285,0.00029458681819960475,0.0005109586054459214,0.000399182754335925
27,Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.026863472536206245,0.0036176503635942936,0.002089790301397443,0.0009549438254907727,0.0025834639091044664,0.0018824185244739056,0.005281415302306414,0.003928886726498604,0.005801232531666756,0.0017939031822606921,0.0037997544277459383,0.003607438411563635,0.0012168068205937743,0.0013126129051670432,0.0020358976908028126,0.0020515944343060255,0.00315108522772789,0.002627178095281124,0.001044710399582982,0.006905953865498304,0.0021183842327445745,0.001566272578202188,0.005888613872230053,0.004220005124807358,0.00229156413115561,0.001899711904115975,0.004110469948500395,0.002780029783025384,0.0025373168755322695,0.0013174059567973018,0.003405808238312602,0.002048764145001769,0.002549785189330578,0.0022316088434308767,0.0021867076866328716,0.001264910097233951,0.0028039391618222,0.007777725346386433,0.0038655130192637444,0.0030661376658827066,0.003522739978507161,0.00037019027513451874
