,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
10,The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.04011977091431618,0.041397012770175934,0.05562777817249298,0.04236317425966263,0.03945399448275566,0.048654232174158096,0.03450854867696762,0.03273845463991165,0.03912938013672829,0.06328845769166946,0.03780325874686241,0.03981100022792816,0.03615528717637062,0.03182240203022957,0.043538838624954224,0.04031398892402649,0.03622601926326752,0.04980234429240227,0.038550879806280136,0.0378471240401268,0.03350657597184181,0.037004511803388596,0.03694649413228035,0.031882401555776596,0.041300076991319656,0.03687627241015434,0.04510921984910965,0.03443511202931404,0.03220964968204498,0.03989047929644585,0.038659460842609406,0.033212024718523026,0.04856507480144501,0.03202630579471588,0.09496130049228668,0.025553883984684944,0.044596992433071136,0.02969803474843502,0.03333260864019394,0.03647174686193466,0.0448458157479763,0.039890654385089874
11,Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.6101883053779602,0.44258418679237366,0.4354266822338104,0.4312680959701538,0.40663766860961914,0.35785964131355286,0.35357147455215454,0.3990081250667572,0.45874905586242676,0.38396021723747253,0.5219534039497375,0.4692392945289612,0.35023602843284607,0.492730975151062,0.40116727352142334,0.3833760619163513,0.3865845799446106,0.3968246579170227,0.38184264302253723,0.4050130546092987,0.4300997257232666,0.35318756103515625,0.4358185827732086,0.3511652946472168,0.30606621503829956,0.3868010938167572,0.34693193435668945,0.3425298035144806,0.2966235280036926,0.2496417611837387,0.3424507677555084,0.4057476818561554,0.41643986105918884,0.3639146387577057,0.2847459316253662,0.402802050113678,0.42130810022354126,0.3392859101295471,0.4442054331302643,0.41290268301963806,0.35467854142189026,0.350619375705719
12,Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.12126775830984116,0.04642605409026146,0.06304388493299484,0.05513075366616249,0.06230927258729935,0.05295971408486366,0.0645354613661766,0.0532788448035717,0.040686652064323425,0.061736319214105606,0.04791216179728508,0.03954170271754265,0.05078359320759773,0.033218368887901306,0.04660084471106529,0.043584905564785004,0.04152506962418556,0.03189398720860481,0.04222344607114792,0.0300692617893219,0.04648610204458237,0.05995812267065048,0.050801750272512436,0.04731009900569916,0.027322927489876747,0.029539326205849648,0.046564020216464996,0.03715657442808151,0.04222649708390236,0.03026643581688404,0.067057766020298,0.05010351911187172,0.06213740259408951,0.033635687083005905,0.07638079673051834,0.04878711700439453,0.05275881290435791,0.04620499536395073,0.046104565262794495,0.038224734365940094,0.06016475334763527,0.042794711887836456
13,Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.10863781720399857,0.05260773003101349,0.04463683068752289,0.052436716854572296,0.04821968451142311,0.04208415374159813,0.05764925107359886,0.04062936455011368,0.06224233657121658,0.05183575674891472,0.05310864374041557,0.04463982954621315,0.04554453864693642,0.05616788938641548,0.04457918927073479,0.04208366200327873,0.07367929071187973,0.04556259140372276,0.05833568423986435,0.05927584320306778,0.05387227609753609,0.04626797139644623,0.04694747552275658,0.04862672835588455,0.041697319597005844,0.03689030185341835,0.03374965488910675,0.056886013597249985,0.03162713348865509,0.03895474970340729,0.04965218901634216,0.03705568239092827,0.0494992658495903,0.05767560750246048,0.03393268957734108,0.06411707401275635,0.054289765655994415,0.057480938732624054,0.04588824883103371,0.03311416506767273,0.04841005802154541,0.05151783674955368
14,California is the most,The bear flag state is the most,California,The bear flag state, populous,0.3760644495487213,0.007380534894764423,0.006592221558094025,0.00512858759611845,0.006188842933624983,0.007038893643766642,0.004598280414938927,0.0058451308868825436,0.004861036315560341,0.010274969041347504,0.005413698498159647,0.007017362862825394,0.005932221654802561,0.010278847999870777,0.0072970618493855,0.005248948000371456,0.006392500828951597,0.009125884622335434,0.006868049502372742,0.004452332388609648,0.00688876211643219,0.005781268235296011,0.003988811280578375,0.007343984674662352,0.010695540346205235,0.008929869160056114,0.009585029445588589,0.00509651331230998,0.010902212001383305,0.009466026909649372,0.0041022286750376225,0.015690840780735016,0.004323653876781464,0.0037460909225046635,0.005398183595389128,0.006403482984751463,0.0038584789726883173,0.00236714375205338,0.004780231509357691,0.005291533190757036,0.00869767926633358,0.0032901077065616846
15,California is the most,The golden bear state is the most,California,The golden bear state, populous,0.3760644495487213,0.05738281458616257,0.06172100827097893,0.04568387195467949,0.06004040315747261,0.05066397413611412,0.040804143995046616,0.04510468617081642,0.044044580310583115,0.07140825688838959,0.0623261034488678,0.05862121656537056,0.04486408457159996,0.04903049021959305,0.07109170407056808,0.05375337973237038,0.05794258788228035,0.06323540210723877,0.05388868972659111,0.04148084670305252,0.06914955377578735,0.04909843951463699,0.03654755651950836,0.06235995888710022,0.05764268338680267,0.06255710870027542,0.059047870337963104,0.03708786889910698,0.06440819799900055,0.05737688019871712,0.04116690903902054,0.08556471019983292,0.0405891090631485,0.04506189376115799,0.04266039654612541,0.038900647312402725,0.035388264805078506,0.019927959889173508,0.050508175045251846,0.05180840939283371,0.06473959237337112,0.03351977840065956
16,Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.5110217332839966,0.3325308859348297,0.34383857250213623,0.3425138592720032,0.36612430214881897,0.31979289650917053,0.360594242811203,0.395801305770874,0.37602564692497253,0.26508280634880066,0.4325028955936432,0.36824965476989746,0.4419451653957367,0.3626951575279236,0.35085412859916687,0.39399510622024536,0.32054659724235535,0.3778972923755646,0.4300174415111542,0.37182050943374634,0.4343129098415375,0.4022461771965027,0.31674638390541077,0.4896862208843231,0.2642921507358551,0.39352765679359436,0.2911369800567627,0.4067152738571167,0.3090904653072357,0.3634577691555023,0.35239335894584656,0.3106040954589844,0.31310024857521057,0.2530171573162079,0.3380502164363861,0.37857094407081604,0.32502681016921997,0.23261329531669617,0.20558926463127136,0.3219549357891083,0.24853649735450745,0.41133368015289307
17,Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.1997496485710144,0.06401986628770828,0.056539181619882584,0.06573464721441269,0.05949602648615837,0.06455757468938828,0.05060258507728577,0.039051786065101624,0.0653979480266571,0.04931166023015976,0.05775552988052368,0.07226019352674484,0.0569094642996788,0.04997209832072258,0.05457467585802078,0.06913921236991882,0.06032736599445343,0.06914309412240982,0.07143230736255646,0.052719876170158386,0.06522698700428009,0.0535898432135582,0.06738714873790741,0.053791821002960205,0.03823210671544075,0.0752699226140976,0.05313955247402191,0.07094994932413101,0.06990844756364822,0.052467212080955505,0.051143381744623184,0.06735627353191376,0.05567007139325142,0.086488738656044,0.037342339754104614,0.03839962184429169,0.05499487742781639,0.03770047426223755,0.04779263585805893,0.054747890681028366,0.06654678285121918,0.06144167110323906
18,Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.5748163461685181,0.3617269694805145,0.3926883339881897,0.4269393980503082,0.46386587619781494,0.3235359489917755,0.3584112226963043,0.36626461148262024,0.3178170323371887,0.48523181676864624,0.4319605529308319,0.3033908009529114,0.39279112219810486,0.3104006052017212,0.4516959488391876,0.29774197936058044,0.47268685698509216,0.3779839277267456,0.3437086343765259,0.40367165207862854,0.3972620964050293,0.40701860189437866,0.3639843463897705,0.421471506357193,0.37095677852630615,0.38820838928222656,0.38255271315574646,0.35222408175468445,0.3156347870826721,0.44707930088043213,0.4299702048301697,0.42581862211227417,0.3933830261230469,0.38042426109313965,0.2337450236082077,0.3182179629802704,0.422908753156662,0.3219990134239197,0.34006813168525696,0.4546821713447571,0.5249700546264648,0.37082597613334656
19,Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.3302919864654541,0.06866389513015747,0.08296201378107071,0.07787344604730606,0.07975924760103226,0.06745798885822296,0.06799516826868057,0.08667707443237305,0.10004883259534836,0.060078974813222885,0.10676572471857071,0.08760043233633041,0.06876268982887268,0.07436267286539078,0.10898295789957047,0.1161375418305397,0.10940156131982803,0.0722140222787857,0.056890033185482025,0.10450290888547897,0.09109614044427872,0.0644293874502182,0.05044392868876457,0.08505728095769882,0.09010890126228333,0.06244976818561554,0.05249043554067612,0.06716535240411758,0.08993399143218994,0.07480505853891373,0.07658342272043228,0.08854380249977112,0.058049242943525314,0.07686197012662888,0.083635613322258,0.0727296769618988,0.08683201670646667,0.06587179005146027,0.06235269084572792,0.08723203837871552,0.054275032132864,0.11928025633096695
20,James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.14712963998317719,0.00293291755951941,0.0024170749820768833,0.0027171915862709284,0.0021320185624063015,0.002047881716862321,0.0030825159046798944,0.001995863625779748,0.0020821532234549522,0.0026878369972109795,0.002016189508140087,0.002195825334638357,0.003031228668987751,0.0014059673994779587,0.002695893868803978,0.0022259654942899942,0.0024561998434364796,0.0033123972825706005,0.002543502952903509,0.002712919609621167,0.0032047773711383343,0.002137198345735669,0.0029219775460660458,0.0016108575509861112,0.001350132399238646,0.002862286986783147,0.0022503486834466457,0.002067486522719264,0.0023599741980433464,0.00408029742538929,0.0029084980487823486,0.003583707148209214,0.0026620212011039257,0.002418514108285308,0.0009661131771281362,0.0014506825245916843,0.0022646666038781404,0.0020907160360366106,0.002799774520099163,0.0034230840392410755,0.002753803040832281,0.0030535340774804354
21,Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,0.00038516242057085037,0.00022044844808988273,0.0002411302994005382,0.00022591365268453956,0.0002629184746183455,0.00023637307458557189,0.00021950829250272363,0.00031859881710261106,0.000258417654549703,0.00022509072732646018,0.00030910520581528544,0.00025502979406155646,0.0002619903825689107,0.0002014477358898148,0.0001775211130734533,0.0002140499127563089,0.00020403235976118594,0.00022099909256212413,0.00023556490486953408,0.0003054211847484112,0.0002644357446115464,0.00025012524565681815,0.00020896558999083936,0.00026529314345680177,0.00022831789101473987,0.00026651230291463435,0.00016144597611855716,0.00021093920804560184,0.00011631640518316999,0.00019707949832081795,0.0002701494377106428,0.00012934709957335144,0.0003315384965389967,0.00016821901954244822,0.00026343180797994137,0.00018247270782012492,0.0001785197528079152,0.00026707432698458433,0.00025875313440337777,0.0001465472305426374,0.0002418322692392394,0.00023308803793042898
22,Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.8249047994613647,0.40476706624031067,0.3913395404815674,0.31531283259391785,0.40453192591667175,0.31285083293914795,0.2637385427951813,0.3497769832611084,0.3892631530761719,0.4447712004184723,0.34057870507240295,0.34948450326919556,0.33616146445274353,0.3239092528820038,0.4592430591583252,0.3088899254798889,0.2499990314245224,0.2973327040672302,0.3032389283180237,0.27056941390037537,0.20503900945186615,0.249795064330101,0.30024632811546326,0.2378203570842743,0.43715283274650574,0.4063529968261719,0.4293730854988098,0.26117148995399475,0.4125435948371887,0.5033890604972839,0.3550166189670563,0.5702165961265564,0.32599470019340515,0.39250320196151733,0.24042557179927826,0.1776956021785736,0.4509565532207489,0.3238705098628998,0.20190437138080597,0.40822821855545044,0.4262903034687042,0.3919408917427063
23,Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,0.0002414846239844337,0.00017673568800091743,0.0001294093526666984,0.00015561317559331656,0.00011961876589339226,0.00013353116810321808,0.00012237264309078455,0.00013058217882644385,0.00020235017291270196,0.0001299850264331326,0.0001605031720828265,0.00020795602176804096,0.0001266872277483344,0.00015556183643639088,0.00014109334733802825,0.00020919453527312726,0.00017279316671192646,0.00016597608919255435,0.00016563937242608517,0.00022078397159930319,0.00015886758046690375,9.795418009161949e-05,0.0001242852449649945,0.00016940200293902308,0.0001834231661632657,0.00014903450210113078,0.00012727301509585232,0.0001374400162603706,0.0001851861597970128,0.00015070047811605036,0.00013204013521317393,0.00017386896070092916,0.00011495681974338368,0.00022935072774998844,5.631085150525905e-05,0.00011156774417031556,0.0001552305620862171,8.77251077326946e-05,0.00016035303997341543,0.00011253878619754687,0.00014621017908211797,0.00014834210742264986
24,Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.02209133468568325,0.019445179030299187,0.018476195633411407,0.018140429630875587,0.020044006407260895,0.022348426282405853,0.018505997955799103,0.01885821856558323,0.01666209101676941,0.02214283123612404,0.013507473282516003,0.02091737650334835,0.012968041934072971,0.020398132503032684,0.025489700958132744,0.0247219055891037,0.013988969847559929,0.022397516295313835,0.01978914998471737,0.018896320834755898,0.0278133787214756,0.013673019595444202,0.025622054934501648,0.022858817130327225,0.01399916410446167,0.015184715390205383,0.024558309465646744,0.019394421949982643,0.008812785148620605,0.01865828037261963,0.017123477533459663,0.027504820376634598,0.025597091764211655,0.01918933354318142,0.01296186726540327,0.017113177105784416,0.014354590326547623,0.02133330889046192,0.03502803295850754,0.02089311182498932,0.028385130688548088,0.01877662166953087
25,Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.04027710109949112,0.0056024775840342045,0.004649078007787466,0.00447853235527873,0.005263801664113998,0.005916489288210869,0.0050801788456737995,0.0045302133075892925,0.004396646283566952,0.0016330536454916,0.003465065499767661,0.005123687908053398,0.004408032633364201,0.0033467772882431746,0.0017891415627673268,0.004766686353832483,0.003125770715996623,0.004781283903867006,0.0045251548290252686,0.0035227814223617315,0.005042031407356262,0.005727238021790981,0.005305049940943718,0.003299250267446041,0.003210385562852025,0.004228465259075165,0.0030356948263943195,0.004055289551615715,0.0035711834207177162,0.003403453854843974,0.0036771909799426794,0.0030329434666782618,0.007030420005321503,0.004995677154511213,0.004518434405326843,0.003031824016943574,0.004534514155238867,0.0038906927220523357,0.0039125471375882626,0.005554543808102608,0.011687377467751503,0.0038860957138240337
26,Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,0.000654756382573396,0.0004494568274822086,0.0004978992510586977,0.00040448951767757535,0.0004015226732008159,0.00041590179898776114,0.00046148724504746497,0.0003279780503362417,0.0005277377204038203,0.00033225942752324045,0.0004025084781460464,0.00040408785571344197,0.00030597878503613174,0.0004952235030941665,0.0005338359624147415,0.0005018368829041719,0.0004395540163386613,0.0004271787765901536,0.0006055334233678877,0.00045499406405724585,0.000556572456844151,0.00048643600894138217,0.0005081540439277887,0.0006140783661976457,0.0002527447941247374,0.0004162028490100056,0.0004699555574916303,0.0003807327593676746,0.0005805815453641117,0.0003928573860321194,0.0003545401559676975,0.0007146314019337296,0.0003490076633170247,0.00046844975440762937,0.00031149174901656806,0.0004939342034049332,0.0004864698858000338,0.00021147445659153163,0.000526707386597991,0.0005211830721236765,0.0007788361981511116,0.0005362012307159603
27,Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.026863472536206245,0.0036176503635942936,0.003032767679542303,0.0038241888396441936,0.005345708224922419,0.0031600159127265215,0.0055680545046925545,0.00393903162330389,0.003686261596158147,0.005348873790353537,0.0017704109195619822,0.0026519251987338066,0.002613508841022849,0.0035695177502930164,0.0026944191195070744,0.0024176810402423143,0.0018081689486280084,0.004393409006297588,0.004791188519448042,0.00210614874958992,0.0042467182502150536,0.0031011172104626894,0.0015738684451207519,0.0035374227445572615,0.00290127145126462,0.0007635133224539459,0.0010086145484820008,0.003368545789271593,0.0017525978619232774,0.0038852121215313673,0.003245189320296049,0.0012555225985124707,0.003702326910570264,0.0028078011237084866,0.0017664794577285647,0.00476795993745327,0.004261527210474014,0.0016667082672938704,0.0025373168755322695,0.00645415997132659,0.003041038988158107,0.0015987647930160165
