,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
10,The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.04011977091431618,0.041397012770175934,0.06801298260688782,0.03548955172300339,0.051662787795066833,0.04578201845288277,0.03357168659567833,0.043651849031448364,0.05203823372721672,0.09040870517492294,0.05164936184883118,0.03777746483683586,0.030560694634914398,0.029163934290409088,0.05048513039946556,0.06126973778009415,0.027717214077711105,0.07836565375328064,0.04571784287691116,0.041203539818525314,0.038647186011075974,0.044286493211984634,0.032220639288425446,0.0379808209836483,0.04512549191713333,0.037147410213947296,0.054260145872831345,0.036695823073387146,0.027493519708514214,0.04496212303638458,0.03682407736778259,0.028220612555742264,0.05249645933508873,0.020607488229870796,0.044000908732414246,0.017739776521921158,0.049965012818574905,0.03247961029410362,0.027638010680675507,0.02048838883638382,0.0477699376642704,0.033715877681970596
11,Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.6101883053779602,0.44258418679237366,0.3847930133342743,0.43014875054359436,0.401525616645813,0.291900098323822,0.28203946352005005,0.35798749327659607,0.5219104290008545,0.3928549885749817,0.4999921917915344,0.47407257556915283,0.37410682439804077,0.40619006752967834,0.39579883217811584,0.42656591534614563,0.4769918620586395,0.3759724199771881,0.3680901527404785,0.4707271456718445,0.43328118324279785,0.25456327199935913,0.4201914966106415,0.24754053354263306,0.2996133863925934,0.32320740818977356,0.27683624625205994,0.24124936759471893,0.16171576082706451,0.2778918147087097,0.24870911240577698,0.40877780318260193,0.3913964629173279,0.2667795419692993,0.07254446297883987,0.24369178712368011,0.46285295486450195,0.2983494997024536,0.39958566427230835,0.43134164810180664,0.21493934094905853,0.3513065278530121
12,Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.12126775830984116,0.04642605409026146,0.052790168672800064,0.05453164875507355,0.060518234968185425,0.05936460942029953,0.09388866275548935,0.05768762528896332,0.031968437135219574,0.044997431337833405,0.04850742965936661,0.031038284301757812,0.05781352519989014,0.029648100957274437,0.03680698946118355,0.047279588878154755,0.01826692931354046,0.021477676928043365,0.02705647237598896,0.018625076860189438,0.04829559102654457,0.09834301471710205,0.07509750872850418,0.048475231975317,0.02568725496530533,0.03172877058386803,0.04125628247857094,0.029096977785229683,0.03837330639362335,0.015224602073431015,0.07081853598356247,0.059270553290843964,0.06435064971446991,0.03304142504930496,0.047020453959703445,0.04880164563655853,0.049118995666503906,0.04006796330213547,0.04932175576686859,0.02826908603310585,0.04838069900870323,0.05306612700223923
13,Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.10863781720399857,0.05260773003101349,0.044639475643634796,0.04684558883309364,0.04097657650709152,0.03749622032046318,0.04610603675246239,0.040305983275175095,0.06183098629117012,0.0544976182281971,0.051967814564704895,0.04247894883155823,0.04564196616411209,0.04073343798518181,0.03879556059837341,0.04410085454583168,0.07228151708841324,0.03863883391022682,0.08689012378454208,0.04463418945670128,0.06316902488470078,0.04750969633460045,0.03857717663049698,0.059530362486839294,0.03068738617002964,0.025001980364322662,0.024297751486301422,0.061867211014032364,0.01994774118065834,0.029894012957811356,0.04898705706000328,0.019958723336458206,0.044218987226486206,0.06029539555311203,0.012200647965073586,0.04030032083392143,0.05365300178527832,0.06598296016454697,0.034813784062862396,0.01934744417667389,0.04287240654230118,0.033560264855623245
14,California is the most,The bear flag state is the most,California,The bear flag state, populous,0.3760644495487213,0.007380534894764423,0.0030759514775127172,0.0031359095592051744,0.0023377551697194576,0.0049568354152143,0.0020935777574777603,0.0023670096416026354,0.0012018316192552447,0.007737088482826948,0.0025818604044616222,0.0017585235182195902,0.0020953009370714426,0.005650178994983435,0.001478810328990221,0.001994622638449073,0.0026171815115958452,0.004755910485982895,0.00460770633071661,0.001933578634634614,0.0031722593121230602,0.001982127781957388,0.0019408463267609477,0.004422135651111603,0.008894708938896656,0.003009252017363906,0.00472278194501996,0.0021765290293842554,0.007180192042142153,0.007406228221952915,0.0010273753432556987,0.01618470996618271,0.0019730881322175264,0.0011728154495358467,0.0018470768118277192,0.0021884760353714228,0.00121687026694417,0.0006043551838956773,0.0016512881265953183,0.0025607324205338955,0.0028642278630286455,0.0009969640523195267
15,California is the most,The golden bear state is the most,California,The golden bear state, populous,0.3760644495487213,0.05738281458616257,0.03351524472236633,0.02814558334648609,0.02983521856367588,0.043572619557380676,0.021337654441595078,0.022947750985622406,0.01469563227146864,0.05787758529186249,0.04989094287157059,0.024502601474523544,0.024481359869241714,0.024691810831427574,0.025701062753796577,0.032168541103601456,0.029805418103933334,0.040285225957632065,0.051969755440950394,0.018494009971618652,0.04452468082308769,0.02210336923599243,0.021258264780044556,0.04369546100497246,0.05079388618469238,0.03255380690097809,0.032086338847875595,0.017511969432234764,0.05180716514587402,0.03830590471625328,0.01523112878203392,0.08678732812404633,0.02055077999830246,0.02966783195734024,0.008523726835846901,0.012180737219750881,0.014722383581101894,0.0039261747151613235,0.02406170964241028,0.030511118471622467,0.024397719651460648,0.0123757841065526
16,Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.5110217332839966,0.3325308859348297,0.335233211517334,0.3395869731903076,0.33553680777549744,0.3214643895626068,0.3450312316417694,0.442567378282547,0.3365238606929779,0.2855578660964966,0.45485541224479675,0.4332435429096222,0.4733547866344452,0.48348405957221985,0.377483606338501,0.4128027558326721,0.3219641447067261,0.3793846070766449,0.5118122100830078,0.3951193392276764,0.5352153182029724,0.5080668926239014,0.24229420721530914,0.5964734554290771,0.18893122673034668,0.36296308040618896,0.3452889621257782,0.573668897151947,0.2755395770072937,0.37950053811073303,0.325466513633728,0.383786678314209,0.32530778646469116,0.2172592282295227,0.20532065629959106,0.27625933289527893,0.27662336826324463,0.17003969848155975,0.18038061261177063,0.4117833077907562,0.15663355588912964,0.38538551330566406
17,Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.1997496485710144,0.06401986628770828,0.03969429060816765,0.06153662130236626,0.03635399043560028,0.0695209950208664,0.04009513929486275,0.03002089448273182,0.053250379860401154,0.0479651540517807,0.03888987749814987,0.0662224292755127,0.05391017347574234,0.04037603363394737,0.04061463475227356,0.07575780898332596,0.0529518723487854,0.06990039348602295,0.0609363429248333,0.04634751379489899,0.0726461187005043,0.042462240904569626,0.08999320864677429,0.07560136914253235,0.026938699185848236,0.1006801426410675,0.04393737390637398,0.09193974733352661,0.05873677879571915,0.045343536883592606,0.041062552481889725,0.06100023537874222,0.04864968731999397,0.12286119908094406,0.014068596996366978,0.01878604292869568,0.049205001443624496,0.024733755737543106,0.065231092274189,0.060396935790777206,0.07244351506233215,0.0724920779466629
18,Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.5748163461685181,0.3617269694805145,0.41399911046028137,0.2922046482563019,0.4602740705013275,0.2980581223964691,0.4298693537712097,0.36063939332962036,0.23631250858306885,0.5178496241569519,0.48052453994750977,0.23822352290153503,0.4672499895095825,0.09737488627433777,0.38115429878234863,0.2585439682006836,0.34235185384750366,0.37011510133743286,0.29889917373657227,0.26037856936454773,0.4061116576194763,0.4054357409477234,0.29106348752975464,0.5177873373031616,0.3689683973789215,0.2520451247692108,0.3260505497455597,0.36592650413513184,0.27419784665107727,0.4656285345554352,0.44007766246795654,0.29623934626579285,0.36789843440055847,0.2746172845363617,0.1326114982366562,0.1556088626384735,0.40368327498435974,0.2414514571428299,0.25810274481773376,0.5211702585220337,0.5375038981437683,0.3011687397956848
19,Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.3302919864654541,0.06866389513015747,0.11179021745920181,0.0789908766746521,0.09681729972362518,0.06040504202246666,0.10231948643922806,0.1150703877210617,0.10973560810089111,0.029252763837575912,0.13520129024982452,0.0763142853975296,0.08105719834566116,0.056400611996650696,0.1437298059463501,0.1667868047952652,0.11646293103694916,0.10491450130939484,0.0341920331120491,0.14528129994869232,0.11202839761972427,0.06244241073727608,0.021970698609948158,0.08099666237831116,0.11312403529882431,0.04153580963611603,0.054538045078516006,0.041460368782281876,0.1009417474269867,0.05674239993095398,0.07700547575950623,0.0688643753528595,0.06362646073102951,0.03661637380719185,0.1108979806303978,0.09356258064508438,0.08050547540187836,0.055249910801649094,0.05829461291432381,0.1365053653717041,0.04766209051012993,0.11218983680009842
20,James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.14712963998317719,0.00293291755951941,0.0018502299208194017,0.002018900588154793,0.0014186095213517547,0.0013716340763494372,0.002466753125190735,0.0007141842506825924,0.0006391582428477705,0.0029186508618295193,0.0012297271750867367,0.0010323215974494815,0.0022091008722782135,0.0004082805826328695,0.0019334121607244015,0.0014688721857964993,0.0014509024331346154,0.0009369629551656544,0.0009186083334498107,0.0008737978059798479,0.002315240679308772,0.0008950549527071416,0.0017933013150468469,0.00019743069424293935,0.0005009105079807341,0.001131518161855638,0.0012245809193700552,0.0002870744210667908,0.0015191937563940883,0.003954462241381407,0.0022735276725143194,0.002034479286521673,0.0018736376659944654,0.0022066133096814156,0.0001379104796797037,0.00030231522396206856,0.0009635780588723719,0.0013124365359544754,0.0018233372829854488,0.0007434851140715182,0.0014368394622579217,0.0018783920677378774
21,Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,0.00038516242057085037,0.00022044844808988273,0.00031050556572154164,0.00028882312471978366,0.0002833926409948617,0.00028323347214609385,0.0002996371767949313,0.0004756281559821218,0.00035566402948461473,0.00019968995184171945,0.00038012268487364054,0.0003989769029431045,0.00034040072932839394,0.0002745018864516169,0.0001685770694166422,0.0001936058688443154,0.0002271397679578513,0.00022665149299427867,0.0002834396727848798,0.00026722834445536137,0.00035176583332940936,0.0002266175433760509,0.00018974565318785608,0.0002679338213056326,0.00015309093578252941,0.0003695943742059171,0.0001447629911126569,0.00022556913609150797,9.290626621805131e-05,0.00013235502410680056,0.0003998599131591618,0.00010752894741017371,0.000554258469492197,0.00016315178072545677,0.00013541420048568398,0.00017397062038071454,0.00018257035117130727,0.00031851467792876065,0.0002937056706286967,0.0001320232986472547,0.00020693751866929233,0.00037253659684211016
22,Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.8249047994613647,0.40476706624031067,0.3125517666339874,0.2728312611579895,0.30952590703964233,0.23214375972747803,0.13494442403316498,0.2925598621368408,0.32897070050239563,0.41726866364479065,0.2194329798221588,0.24295252561569214,0.2382330596446991,0.15040898323059082,0.3188874125480652,0.15351979434490204,0.14181038737297058,0.259114146232605,0.17344461381435394,0.23434506356716156,0.06645467132329941,0.17135630548000336,0.192607581615448,0.1374192088842392,0.4025944173336029,0.3459148108959198,0.3827706277370453,0.11284160614013672,0.44382965564727783,0.3919071555137634,0.3669809103012085,0.677100658416748,0.20972643792629242,0.26796260476112366,0.030565978959202766,0.03373570740222931,0.483956515789032,0.17551928758621216,0.09537913650274277,0.33162519335746765,0.303541898727417,0.22474591434001923
23,Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,0.0002414846239844337,0.00017673568800091743,8.048048039199784e-05,0.00017740231123752892,0.0001057322951965034,8.049380267038941e-05,0.00010492086585145444,0.00011629368964349851,0.0001872506400104612,0.0001290335931116715,0.00017307196685578674,0.00021439290139824152,9.890030196402222e-05,0.00014183564053382725,9.978911111829802e-05,0.00024616337032057345,0.00015192091814242303,0.00014562688011210412,0.00012544116179924458,0.0002545404713600874,0.000130719636217691,4.759048533742316e-05,0.00014066098083276302,0.00014618609566241503,0.00019416285795159638,8.16009342088364e-05,0.00013960037904325873,0.00010646258306223899,0.00016121716180350631,0.00014837022172287107,7.49568862374872e-05,0.00012232453445903957,7.736469706287608e-05,0.0002420634700683877,1.3177328582969494e-05,7.118711073417217e-05,0.0002020601532422006,7.22884651622735e-05,0.00020916020730510354,8.878789958544075e-05,0.00010015279985964298,0.00012922013411298394
24,Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.02209133468568325,0.019445179030299187,0.01566493883728981,0.016499970108270645,0.017996221780776978,0.020896926522254944,0.01604858599603176,0.015135240741074085,0.011878079734742641,0.012803614139556885,0.008318755775690079,0.014266523532569408,0.010863927192986012,0.026470383629202843,0.02185893803834915,0.03250813111662865,0.00838453508913517,0.017374258488416672,0.016766173765063286,0.015879465267062187,0.034334734082221985,0.011344085447490215,0.0256927702575922,0.018012741580605507,0.011066316626966,0.006963131483644247,0.023164236918091774,0.020126383751630783,0.005462114233523607,0.011825356632471085,0.011399617418646812,0.02022188901901245,0.02451963908970356,0.025120558217167854,0.003030418185517192,0.01603640988469124,0.006573207676410675,0.012336219660937786,0.05893680825829506,0.014033224433660507,0.018688147887587547,0.01699402742087841
25,Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.04027710109949112,0.0056024775840342045,0.0038636152166873217,0.004437883850187063,0.005445690359920263,0.00590086542069912,0.004346804227679968,0.004177560564130545,0.0033066377509385347,0.0006892228848300874,0.00297843967564404,0.002585217822343111,0.003352721221745014,0.0030080904252827168,0.000735300243832171,0.004491837695240974,0.0017992216162383556,0.004168388899415731,0.00344491982832551,0.003180263563990593,0.004864536225795746,0.003955492749810219,0.003410110715776682,0.003046212252229452,0.002043135231360793,0.0034553410951048136,0.0019274745136499405,0.0027240891940891743,0.0017130841733887792,0.0018231355352327228,0.0032270827796310186,0.0013018412282690406,0.005776205565780401,0.004689598921686411,0.0028247388545423746,0.0028059673495590687,0.00196675187908113,0.00454418919980526,0.003867236664518714,0.006489809602499008,0.010466698557138443,0.0023003604728728533
26,Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,0.000654756382573396,0.0004494568274822086,0.00037439120933413506,0.0003607449762057513,0.0003788404574152082,0.0003872165980283171,0.0002812081074807793,0.0002660803438629955,0.0005515068187378347,0.0002560661523602903,0.00043133407598361373,0.00026884462567977607,0.00013398817100096494,0.00041161099215969443,0.0008372718584723771,0.00046623777598142624,0.0005066308658570051,0.0004433501744642854,0.0006058820290490985,0.0005477454978972673,0.0005594888934865594,0.0003383010916877538,0.00042124660103581846,0.0009846657048910856,0.00021595841099042445,0.0003053129476029426,0.0005439679371193051,0.0002713543944992125,0.0005137624684721231,0.0003063644689973444,0.0002902689157053828,0.0011143398005515337,0.0002946718886960298,0.0004833602870348841,6.18033591308631e-05,0.0002516756358090788,0.00040575003367848694,9.898627467919141e-05,0.0005400422960519791,0.0006325484137050807,0.000981343793682754,0.000540400214958936
27,Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.026863472536206245,0.0036176503635942936,0.0030365553684532642,0.0044563463889062405,0.007414194755256176,0.004892250988632441,0.009135841391980648,0.0031960702035576105,0.0030955285765230656,0.003142097033560276,0.0007108733407221735,0.0013834089040756226,0.00211006635800004,0.0016145065892487764,0.001646033488214016,0.002391646383330226,0.0005197077989578247,0.0017821162473410368,0.003246137173846364,0.000249239441473037,0.007432492915540934,0.0011485505383461714,0.0008041747496463358,0.0012434410164132714,0.0011326413368806243,0.00013709970517084002,0.00040368575719185174,0.001996047329157591,0.0008649241644889116,0.002732721855863929,0.0019400189630687237,0.0007454059086740017,0.004652432631701231,0.003817307762801647,0.0010064987000077963,0.0018298770301043987,0.0035165580920875072,0.000839799758978188,0.0010425788350403309,0.008647901937365532,0.0023400629870593548,0.001049581915140152
