,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_will,ans_prob_obs_edit_subject_would,ans_prob_obs_edit_subject_make,ans_prob_obs_edit_subject_think,ans_prob_obs_edit_subject_see,ans_prob_obs_edit_subject_come,ans_prob_obs_edit_subject_take,ans_prob_obs_edit_subject_want,ans_prob_obs_edit_subject_could,ans_prob_obs_edit_subject_look,ans_prob_obs_edit_subject_use,ans_prob_obs_edit_subject_tell,ans_prob_obs_edit_subject_find,ans_prob_obs_edit_subject_give,ans_prob_obs_edit_subject_need,ans_prob_obs_edit_subject_should,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_try,ans_prob_obs_edit_subject_let,ans_prob_obs_edit_subject_call,ans_prob_obs_edit_subject_may,ans_prob_obs_edit_subject_mean,ans_prob_obs_edit_subject_feel,ans_prob_obs_edit_subject_ask,ans_prob_obs_edit_subject_talk,ans_prob_obs_edit_subject_keep,ans_prob_obs_edit_subject_leave,ans_prob_obs_edit_subject_put,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_help,ans_prob_obs_edit_subject_start,ans_prob_obs_edit_subject_become
10,The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.37092772126197815,0.2099064141511917,0.24821481108665466,0.19336843490600586,0.17834292352199554,0.16310106217861176,0.3160669505596161,0.1971651166677475,0.1824948936700821,0.30664435029029846,0.135758176445961,0.19108815491199493,0.24463386833667755,0.21227630972862244,0.21197274327278137,0.30358466506004333,0.25450265407562256,0.23158860206604004,0.15513378381729126,0.10644953697919846,0.18075042963027954,0.1832660585641861,0.18950703740119934,0.18863043189048767,0.16693156957626343,0.10099959373474121,0.14150574803352356,0.14285540580749512,0.11514204740524292,0.21318809688091278,0.1684039682149887,0.260793000459671,0.16320441663265228,0.2561148405075073,0.3251723647117615,0.15366266667842865,0.21207933127880096,0.11436795443296432,0.16158072650432587,0.2609972357749939,0.2099446803331375,0.2570419907569885
11,Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.6796416640281677,0.47560521960258484,0.4093645215034485,0.6065430641174316,0.4047004282474518,0.6645677089691162,0.5259391069412231,0.6929904818534851,0.6080488562583923,0.6014923453330994,0.5105591416358948,0.47983500361442566,0.2802857756614685,0.4610060453414917,0.6236678957939148,0.5869396924972534,0.635331392288208,0.46321311593055725,0.592179536819458,0.5714736580848694,0.39014777541160583,0.6134540438652039,0.8527025580406189,0.3776625692844391,0.15542350709438324,0.4534549415111542,0.49868205189704895,0.555335283279419,0.43731072545051575,0.4836120009422302,0.23929399251937866,0.31815075874328613,0.2980997562408447,0.5508917570114136,0.3000006377696991,0.3674446642398834,0.3832920789718628,0.3374934792518616,0.2028048038482666,0.4084968864917755,0.3019475042819977,0.2208172231912613
12,Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.23835952579975128,0.049206607043743134,0.08181954175233841,0.07524309307336807,0.1689368188381195,0.10360945016145706,0.07279444485902786,0.06410713493824005,0.05056103691458702,0.11413760483264923,0.049699217081069946,0.04616796597838402,0.058713629841804504,0.041027456521987915,0.05882731452584267,0.04543273523449898,0.06348463147878647,0.06920863687992096,0.04061096906661987,0.04990595579147339,0.07609154284000397,0.016416115686297417,0.039093390107154846,0.06422930955886841,0.07574258744716644,0.09870592504739761,0.05454755201935768,0.02849567122757435,0.11684789508581161,0.035133372992277145,0.06457123160362244,0.051541127264499664,0.034101150929927826,0.040086451917886734,0.1256435513496399,0.03271977975964546,0.07515136152505875,0.05109823867678642,0.028604812920093536,0.06260234117507935,0.09145744889974594,0.022970832884311676
13,Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.08223987370729446,0.07650554180145264,0.05890468508005142,0.07500539720058441,0.06044444069266319,0.08559779077768326,0.08039802312850952,0.06298602372407913,0.058987807482481,0.1116754412651062,0.12511202692985535,0.07778403908014297,0.11537593603134155,0.06584489345550537,0.08669829368591309,0.0798075795173645,0.06357644498348236,0.08972139656543732,0.08271520584821701,0.07889533787965775,0.11789042502641678,0.10909204930067062,0.1178046390414238,0.09020967781543732,0.10727622359991074,0.08051524311304092,0.1350996196269989,0.10660451650619507,0.0499434657394886,0.20243772864341736,0.042699262499809265,0.09456171095371246,0.13136635720729828,0.09850073605775833,0.06270541995763779,0.054179005324840546,0.14675858616828918,0.05088866874575615,0.07272326946258545,0.058131784200668335,0.07925353199243546,0.1093347817659378
14,California is the most,The bear flag state is the most,California,The bear flag state, populous,0.21317601203918457,0.08460123836994171,0.1067143976688385,0.09995310008525848,0.06512828916311264,0.0632089227437973,0.06610388308763504,0.06514378637075424,0.0969691351056099,0.14027179777622223,0.1062505766749382,0.09577883780002594,0.0394398458302021,0.039086949080228806,0.14796142280101776,0.20252373814582825,0.06970978528261185,0.06747110188007355,0.06721057742834091,0.08044768869876862,0.036851007491350174,0.0891360267996788,0.05510668829083443,0.026043932884931564,0.058859653770923615,0.04338349774479866,0.03486926481127739,0.12877151370048523,0.06310901790857315,0.04071148857474327,0.07286712527275085,0.051467105746269226,0.039662089198827744,0.055753666907548904,0.044310200959444046,0.06126348301768303,0.06492508947849274,0.06290221214294434,0.09689199179410934,0.03538551181554794,0.08241239190101624,0.2608203887939453
15,California is the most,The golden bear state is the most,California,The golden bear state, populous,0.21317601203918457,0.06684040278196335,0.11812546104192734,0.05612865090370178,0.050098732113838196,0.08535490930080414,0.0839741975069046,0.05325135961174965,0.0814002975821495,0.08997578173875809,0.10233762860298157,0.11806900054216385,0.042028557509183884,0.03371153771877289,0.06897091120481491,0.11793869733810425,0.04021322354674339,0.04620677977800369,0.09508906304836273,0.12879906594753265,0.0517488569021225,0.05951811373233795,0.025038138031959534,0.029332762584090233,0.03369724005460739,0.06085563078522682,0.04432062804698944,0.10013528168201447,0.0524388924241066,0.04840128496289253,0.07939310371875763,0.026217138394713402,0.0363403782248497,0.042148157954216,0.08175453543663025,0.054934144020080566,0.0412561371922493,0.0561000257730484,0.11388902366161346,0.035666149109601974,0.0651220977306366,0.1563551127910614
16,Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.5084292888641357,0.23879367113113403,0.3050941228866577,0.20194491744041443,0.16171063482761383,0.18152126669883728,0.2994858920574188,0.21497295796871185,0.14739878475666046,0.21525602042675018,0.2974419891834259,0.2002793252468109,0.24375633895397186,0.2808036804199219,0.22992220520973206,0.2047840803861618,0.16384179890155792,0.12126119434833527,0.20313169062137604,0.13904504477977753,0.2139684408903122,0.2228713035583496,0.15328142046928406,0.24598366022109985,0.09171876311302185,0.3193248212337494,0.22298941016197205,0.1213081106543541,0.22030644118785858,0.18718406558036804,0.21573041379451752,0.26100608706474304,0.212116077542305,0.1514514535665512,0.33301660418510437,0.1957874596118927,0.1163739264011383,0.23435106873512268,0.2338578701019287,0.24377326667308807,0.17566728591918945,0.21491974592208862
17,Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.17630963027477264,0.047272179275751114,0.06450534611940384,0.05449725314974785,0.03733145818114281,0.03871985897421837,0.04222440719604492,0.050335269421339035,0.04151879623532295,0.04295864328742027,0.031040918081998825,0.038303907960653305,0.043776605278253555,0.038059793412685394,0.04109632596373558,0.05818597972393036,0.026965191587805748,0.046777937561273575,0.04009639471769333,0.028145592659711838,0.05333002284169197,0.0330628901720047,0.033641327172517776,0.03798232600092888,0.028178546577692032,0.04940299317240715,0.030126269906759262,0.047133877873420715,0.03852607682347298,0.027536332607269287,0.05829576775431633,0.014710696414113045,0.01668870635330677,0.039147187024354935,0.033671457320451736,0.0586673878133297,0.06569929420948029,0.05283700302243233,0.04810864105820656,0.05663993954658508,0.04410034418106079,0.05240132287144661
18,Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.5730769634246826,0.6139867901802063,0.6463668942451477,0.6503046154975891,0.594775378704071,0.6288392543792725,0.5990567207336426,0.582465410232544,0.7014104723930359,0.6176775097846985,0.7627148628234863,0.7419377565383911,0.6395197510719299,0.23677268624305725,0.658779501914978,0.6910883188247681,0.5873194336891174,0.41947269439697266,0.7911388278007507,0.5725392699241638,0.5301670432090759,0.38685187697410583,0.42609313130378723,0.6986873745918274,0.42528995871543884,0.7882969975471497,0.7130228281021118,0.38584011793136597,0.5773606300354004,0.7239327430725098,0.42808854579925537,0.6030441522598267,0.682204008102417,0.48575589060783386,0.4306913912296295,0.633957028388977,0.7229452133178711,0.7475831508636475,0.6213558912277222,0.7306031584739685,0.6532794237136841,0.5641969442367554
19,Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.252818763256073,0.2651621997356415,0.16396045684814453,0.2554011940956116,0.19547614455223083,0.09576123207807541,0.16901864111423492,0.2239857316017151,0.2605321705341339,0.27190864086151123,0.2288094311952591,0.23712611198425293,0.17802056670188904,0.13741204142570496,0.18937771022319794,0.20200905203819275,0.2120181918144226,0.15816830098628998,0.15070432424545288,0.19857436418533325,0.17829401791095734,0.16383279860019684,0.13185779750347137,0.14763851463794708,0.22342050075531006,0.21375271677970886,0.2721884250640869,0.1761942058801651,0.13428300619125366,0.08142955601215363,0.3223627507686615,0.13348770141601562,0.3226499855518341,0.22064752876758575,0.08131566643714905,0.2154107391834259,0.17033453285694122,0.20792454481124878,0.101694256067276,0.24426507949829102,0.24038560688495636,0.014905156567692757
20,James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.055993277579545975,0.07543729990720749,0.04474647715687752,0.0546405129134655,0.06537675112485886,0.05023864656686783,0.056248247623443604,0.04274643212556839,0.06267257034778595,0.06116875633597374,0.058910686522722244,0.05704649165272713,0.04871706664562225,0.048342328518629074,0.0644761472940445,0.06540420651435852,0.044294144958257675,0.03598617762327194,0.05310428515076637,0.06841172277927399,0.062307268381118774,0.0487174428999424,0.06174835190176964,0.04915337637066841,0.06527027487754822,0.06782515347003937,0.06971179693937302,0.040108513087034225,0.05684005096554756,0.05157412216067314,0.06741096824407578,0.05523693934082985,0.0651237964630127,0.07368084043264389,0.03811867535114288,0.06537270545959473,0.0538601316511631,0.05968858674168587,0.049444183707237244,0.05658939853310585,0.04025886952877045,0.027861570939421654
21,Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,0.0007610786124132574,0.0002456888905726373,0.00022852298570796847,0.0002728233521338552,0.0002033198979916051,0.00011348286352586001,0.0002114470407832414,0.000284755282336846,0.00033450001501478255,0.00023061205865815282,0.0007414932479150593,0.00019581845845095813,0.0002085671731038019,0.0003375925007276237,0.00037744882865808904,0.0001759553560987115,0.00013850507093593478,0.00042464022408239543,0.00020513655908871442,8.14255399745889e-05,0.00046659784857183695,0.0003388923068996519,0.00038488031714223325,0.0002193677210016176,0.0006397358956746757,0.0001884314842754975,0.0002729032130446285,0.00014057816588319838,0.00014382746303454041,0.00014352111611515284,0.00038339136517606676,0.00018480667495168746,0.00025598189677111804,0.00013721876894123852,0.00012783818237949163,0.00022677407832816243,0.0001822483609430492,0.00030161725590005517,0.00022997499036137015,0.00032865445245988667,0.00020425707043614239,0.00021604662470053881
22,Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.6204220652580261,0.6671057343482971,0.768231213092804,0.5770169496536255,0.6753538250923157,0.6707172393798828,0.6164715886116028,0.526035487651825,0.6728359460830688,0.6575019359588623,0.6259843707084656,0.6647810339927673,0.6957411170005798,0.46425700187683105,0.7879655361175537,0.4826103150844574,0.719785749912262,0.6544578075408936,0.711405873298645,0.6930539011955261,0.37103787064552307,0.6754589676856995,0.659760057926178,0.7612978219985962,0.49967822432518005,0.7078199982643127,0.5051495432853699,0.6147369146347046,0.6032521724700928,0.7314329147338867,0.7733252048492432,0.783969521522522,0.6823669672012329,0.610663890838623,0.5645908117294312,0.6435136795043945,0.4792478680610657,0.4772268831729889,0.4725654125213623,0.5225459337234497,0.5894291400909424,0.6880114078521729
23,Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,0.009055799804627895,0.00026560892001725733,0.00015853311924729496,0.0003844156744889915,0.0001625847799004987,0.0002943614963442087,0.00042592096724547446,0.00020372455765027553,0.00010260368435410783,0.0001244067243533209,0.0001534417679067701,0.0005838756915181875,0.0003908051585312933,0.00011271941184531897,0.00013770678197033703,0.0006110990652814507,0.0004016562015749514,0.00012155264266766608,0.0003640483191702515,0.00038427551044151187,0.00014255514543037862,0.0002210547827417031,0.00010112577001564205,0.00027561993920244277,0.00015064924082253128,0.00039760483196005225,0.00020395001047290862,0.0005605542100965977,0.00012049259385094047,0.00015162487397901714,0.00022563307720702142,0.00035932078026235104,0.00045188263175077736,0.0003575321170501411,0.0003888832579832524,0.00016823207261040807,0.00010759159340523183,0.0002698836615309119,0.00019871692347805947,0.00018413107318338007,0.00019297291873954237,0.0002622351748868823
24,Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.7826583981513977,0.784845232963562,0.4042602777481079,0.6775838732719421,0.7265015244483948,0.5083755850791931,0.46334120631217957,0.4995197355747223,0.3590456545352936,0.7522755265235901,0.42111918330192566,0.5513003468513489,0.6364741921424866,0.5177689790725708,0.45089396834373474,0.5831201076507568,0.6506797075271606,0.45621490478515625,0.6922537684440613,0.49503806233406067,0.6006872057914734,0.2624565064907074,0.47472643852233887,0.22615140676498413,0.5763694047927856,0.7121246457099915,0.5504289269447327,0.6328918933868408,0.5539387464523315,0.3199199438095093,0.6652256846427917,0.24707330763339996,0.7499792575836182,0.6257258057594299,0.699369490146637,0.6455947756767273,0.5076608061790466,0.5464639067649841,0.40146657824516296,0.6625622510910034,0.5250904560089111,0.030430153012275696
25,Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.08564883470535278,0.005639840383082628,0.004234143998473883,0.007333667483180761,0.0031951451674103737,0.0014990121126174927,0.009547221474349499,0.005131594371050596,0.006053899880498648,0.005042232107371092,0.0069108521565794945,0.007915394380688667,0.005463418550789356,0.007150088436901569,0.009299312718212605,0.006427465938031673,0.0037426806520670652,0.0030493512749671936,0.007789867464452982,0.007238713558763266,0.008842787705361843,0.00480301771312952,0.006467342842370272,0.003962838556617498,0.0034502753987908363,0.006624494679272175,0.009670659899711609,0.00966673530638218,0.0063608442433178425,0.0034259140957146883,0.005942678079009056,0.009802601300179958,0.005649107974022627,0.004739357624202967,0.002659725258126855,0.003860092954710126,0.005320205353200436,0.009191218763589859,0.005256162490695715,0.004620226100087166,0.005385735537856817,0.0070655811578035355
26,Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,0.002423867816105485,0.0010892081772908568,0.0009610226261429489,0.0011309703113511205,0.0018666471587494016,0.0005651706014759839,0.0008080615079961717,0.001579981530085206,0.0009029654902406037,0.0019802504684776068,0.0011550306808203459,0.0009955574059858918,0.001250236644409597,0.0005085021257400513,0.0006623798399232328,0.0008720948826521635,0.001630772021599114,0.0005210318486206234,0.0011005108244717121,0.0005671969265677035,0.0008062471752054989,0.0009056394337676466,0.0010590351885184646,0.000851311138831079,0.0006490523228421807,0.0010202322155237198,0.0007729968056082726,0.0004819185414817184,0.00036715372698381543,0.00045112319639883935,0.0007657380774617195,0.0016533485613763332,0.0018506429623812437,0.00048285853699781,0.0011367644183337688,0.0012338089291006327,0.001241985009983182,0.001150460564531386,0.0006632818258367479,0.0009202230139635503,0.0014197682030498981,0.0013736505061388016
27,Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.13000571727752686,0.001722118817269802,0.0012913931859657168,0.00551436934620142,0.003182271495461464,0.003260443452745676,0.003088138299062848,0.004366838838905096,0.001326964469626546,0.004064595326781273,0.0019826143980026245,0.0017646525520831347,0.0013979049399495125,0.0032616036478430033,0.0024085899349302053,0.0020093019120395184,0.00399873498827219,0.005509608890861273,0.002305882517248392,0.0037490937393158674,0.0028789122588932514,0.001811591093428433,0.0035447394475340843,0.0053574563935399055,0.007728418335318565,0.0029185209423303604,0.002757702488452196,0.003950357902795076,0.0009159887558780611,0.001754271681420505,0.0031302820425480604,0.002721797674894333,0.0031271548941731453,0.0036766736302524805,0.004529253579676151,0.005013092886656523,0.0035500626545399427,0.0027496020775288343,0.00167525140568614,0.0036828971933573484,0.0014545402955263853,0.0005720778135582805
