,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,0.00013495658640749753,0.001288956613279879,0.0019283585716038942,0.001053768559359014,0.0012859214330092072,0.001621672185137868,0.0011088966857641935,0.0012633134610950947,0.0010764814214780927,0.0007766344351693988,0.000662960228510201,0.001336446264758706,0.0015911293448880315,0.0019628226291388273,0.0012724517146125436,0.001839764998294413,0.0010892441496253014,0.0008969902992248535,0.0011187780182808638,0.0011654413538053632,0.001786528737284243,0.0007595879142172635,0.0012577526504173875,0.0020054702181369066,0.00031859148293733597,0.0019295151578262448,0.0007181531982496381,0.0018255474278703332,0.0004560620291158557,0.0008448984590359032,0.0004861380148213357,0.0006979561876505613,0.0010837933514267206,0.00214879191480577,0.00011561343853827566,0.0007931034197099507,0.0018266906263306737,0.0002378866047365591,0.000969336717389524,0.0009751683101058006,0.0008400381193496287,0.0008192245149984956
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.335401121759787e-05,2.5962792278733104e-05,7.296266994671896e-05,6.639095954596996e-05,4.047756374347955e-05,1.7261110770050436e-05,3.782066414714791e-05,0.00015769821766298264,2.665559804881923e-05,9.65605977398809e-06,7.657274545636028e-05,4.6236680645961314e-05,5.216238787397742e-05,1.5784216884640045e-05,0.00012423320731613785,5.073370266472921e-05,4.9481379392091185e-05,1.5070709196152166e-05,8.895812243281398e-06,3.593563087633811e-05,4.131220339331776e-05,8.84975161170587e-05,6.983720231801271e-05,5.668085577781312e-05,1.1384139725123532e-05,3.0557752324966714e-05,6.760637006664183e-06,5.0225815357407555e-05,1.4570247003575787e-05,1.748517206578981e-05,0.0001014072768157348,1.4623924471379723e-05,4.755110421683639e-05,3.724922862602398e-05,2.546373707446037e-06,1.6262101780739613e-05,2.4724609829718247e-05,8.174622053047642e-05,1.074530155165121e-05,1.0943988854705822e-05,3.303119956399314e-05,0.00011566223111003637
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.004374817945063114,0.005587941035628319,0.005454794969409704,0.004665635526180267,0.005350813269615173,0.0019883564673364162,0.001538073760457337,0.003233406227082014,0.0013243954163044691,0.0028403548058122396,0.008167995139956474,0.006718031596392393,0.009334894828498363,0.001876705209724605,0.009664378128945827,0.007341016549617052,0.0018944847397506237,0.0008130874484777451,3.748400922631845e-05,0.0029832967557013035,0.004642813932150602,0.0023008533753454685,0.0016066051321104169,0.003298433730378747,0.0006865036557428539,0.0011750990524888039,0.0013046374078840017,0.0014240487944334745,0.0008042046683840454,0.010936479084193707,0.004182460717856884,0.0006051172385923564,0.0042419894598424435,0.0022589880973100662,1.580566276970785e-05,0.000776874425355345,0.002877688966691494,0.0017165147000923753,0.0007101246737875044,0.0007544848485849798,0.0005346548277884722,0.0031055400613695383
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,2.517986672501138e-07,2.3457857878383948e-06,4.22672565036919e-06,3.150643806293374e-06,3.047499376407359e-06,2.600837888167007e-06,2.971620006064768e-06,2.7347266495780786e-06,3.1457839213544503e-06,7.704175004619174e-07,5.5740711104590446e-06,2.3813338430045405e-06,2.2132880985736847e-06,4.714522674476029e-06,2.961347490781918e-06,3.5669067983690184e-06,4.041761258122278e-06,3.3630342386459233e-06,2.3639258870389313e-06,4.7742050810484216e-06,4.095655640412588e-06,2.7133185085403966e-06,4.558361979434267e-06,2.5092949726968072e-06,3.434641939747962e-06,2.0653835690609412e-06,9.479600748818484e-07,5.707016498490702e-06,1.67300709108531e-06,4.127931788389105e-06,2.617666496007587e-06,3.6842457120656036e-06,3.2001532872527605e-06,3.6679275581263937e-06,7.813589490979211e-07,5.1256997721793596e-06,2.757137735898141e-06,3.5793489132629475e-06,7.771802756906254e-07,2.554832917667227e-06,3.1977212984202197e-06,4.2712213144113775e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.001007366692647338,0.001920084934681654,0.002571586985141039,0.0023270873352885246,0.0019735798705369234,0.004100998863577843,0.0020231297239661217,0.004373729228973389,0.00218505272641778,0.0008266331860795617,0.002914328593760729,0.0018338070949539542,0.00189890805631876,0.001784385065548122,0.0031284838914871216,0.0024969170335680246,0.0012692059390246868,0.0016208976740017533,0.0012711591552942991,0.0016581472009420395,0.002011760137975216,0.0012908930657431483,0.0016207495937123895,0.002517915330827236,0.001632170402444899,0.0011955189984291792,0.0007676054374314845,0.002043853746727109,0.0014749473193660378,0.004223722964525223,0.002613046206533909,0.0013181535759940743,0.0051991441287100315,0.0022636367939412594,0.00180923193693161,0.0019337049452587962,0.00165248429402709,0.007452401332557201,0.0016222211997956038,0.001922853640280664,0.0032039352227002382,0.004059661645442247
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.1521821079440997e-06,1.1223798992432421e-06,1.6416179278166965e-06,1.3686557167602587e-06,1.5788685914230882e-06,1.2675398011197103e-06,1.3493242931872373e-06,2.6414090825710446e-06,1.6859024754012353e-06,1.0646632517818944e-06,2.144781547031016e-06,1.3382125416683266e-06,1.8276780338055687e-06,1.5598949403283768e-06,1.4484007806458976e-06,1.5031914699648041e-06,1.5310802154999692e-06,1.7175444781969418e-06,1.4124999552223017e-06,1.1259240864092135e-06,1.2156303910160204e-06,1.456916152164922e-06,1.5717286032668198e-06,1.8974382101077936e-06,1.5904541896816227e-06,1.2103222388759605e-06,7.602184268762358e-07,1.8253065263706958e-06,1.625031700314139e-06,3.235724761907477e-06,1.607817239346332e-06,4.4077505663153715e-06,2.3718880584056024e-06,1.8373939383309335e-06,7.612499757669866e-05,1.8032442312687635e-06,1.7757835166776204e-06,3.39567418450315e-06,1.5104130852705566e-06,1.4009372080181492e-06,1.6282576780213276e-06,2.683417505977559e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,5.4111176723381504e-05,0.00012066509953001514,9.746095747686923e-05,7.226282468764111e-05,8.24543894850649e-05,4.489724233280867e-05,5.512047573574819e-05,0.00013992686581332237,4.7219888074323535e-05,2.4142722395481542e-05,0.00020247467909939587,0.00020721644978038967,0.00010490686690900475,3.4231357858516276e-05,0.0001766971981851384,5.249200330581516e-05,0.00012524820340331644,6.869108619866893e-05,9.005455467558932e-06,6.519056478282437e-05,8.670685201650485e-05,0.00010246588499285281,6.374751683324575e-05,0.00010632738121785223,3.80045166821219e-05,8.199871081160381e-05,2.5404035113751888e-05,0.0001341706665698439,3.5881348594557494e-05,0.0001277068367926404,0.00017977884272113442,0.0001058938360074535,0.0003583836369216442,0.0001551730529172346,0.0004434924921952188,2.89555227936944e-05,4.009965778095648e-05,0.0002494152868166566,1.8558723240857944e-05,2.5231624022126198e-05,9.902963211061433e-05,0.00018125216593034565
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.000731999462004751,0.0009863731684163213,0.0018315379275009036,0.0013914279406890273,0.001079691806808114,0.0015987604856491089,0.0011220142478123307,0.0017335353186354041,0.0011560134589672089,0.0004696200485341251,0.0019630449824035168,0.0014920334797352552,0.0010688124457374215,0.0009269675356335938,0.0009995694272220135,0.001191954710520804,0.0006241219816729426,0.0008515590452589095,0.0005815811455249786,0.0007953054737299681,0.0007374049164354801,0.0008414018084295094,0.0011701866751536727,0.0012349224416539073,0.00031911948462948203,0.0011750874109566212,0.00036074049421586096,0.0010453079594299197,0.0008648989605717361,0.0026444236282259226,0.0012717661447823048,0.000745048513635993,0.002571943448856473,0.001590378233231604,0.0014705902431160212,0.0009242342785000801,0.001295269001275301,0.0027702702209353447,0.0015089702792465687,0.0007034762529656291,0.004114081151783466,0.0018977242289111018
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,0.00015657169569749385,5.440018867375329e-05,5.9494577726582065e-05,5.353564120014198e-05,4.0742197597865015e-05,5.755193706136197e-05,3.148038376821205e-05,7.185911090346053e-05,2.5190378437400796e-05,3.270580054959282e-05,6.0835132899228483e-05,4.339683800935745e-05,8.543151488993317e-05,4.010638076579198e-05,6.593374564545229e-05,4.335294579504989e-05,4.343255568528548e-05,2.7417492674430832e-05,9.33219325816026e-06,5.780393985332921e-05,3.346434095874429e-05,3.4990116546396166e-05,5.232240437180735e-05,2.7485839382279664e-05,3.0513656383845955e-05,2.6109071768587455e-05,1.644594522076659e-05,3.4332832001382485e-05,3.642290903371759e-05,7.686952449148521e-05,6.933684926480055e-05,1.2995685210626107e-05,7.234179065562785e-05,2.1231080609140918e-05,2.6406240067444742e-05,4.404918945510872e-05,4.405206345836632e-05,0.00010439028119435534,2.5611574528738856e-05,3.89227679988835e-05,2.847717951226514e-05,7.205110159702599e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,1.3712716281588655e-05,9.113165287999436e-05,9.903124737320468e-05,8.86586494743824e-05,8.66188493091613e-05,7.532753807026893e-05,0.00012391862401273102,7.857009768486023e-05,7.910260319476947e-05,3.939543239539489e-05,0.00010375633428338915,6.491839303635061e-05,8.15823586890474e-05,6.791673513362184e-05,0.00010141484381165355,9.205554670188576e-05,9.625828533899039e-05,0.0001013597720884718,6.10431088716723e-05,9.591665002517402e-05,0.0001177424710476771,8.779861673247069e-05,0.00014722676132805645,7.330686639761552e-05,9.939053416019306e-05,2.936090277216863e-05,3.763728454941884e-05,0.0001293713867198676,8.043966954573989e-05,0.00013375378330238163,7.479335909010842e-05,0.00014722974447067827,0.0001119186490541324,0.000144754332723096,4.774553417519201e-06,2.913899334089365e-05,0.00011741299385903403,5.706176671083085e-05,3.4020071325358e-05,9.232213778886944e-05,0.0001186747249448672,0.00010273860971210524
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,4.038749921164708e-06,2.500973641872406e-05,6.0755024605896324e-05,5.458227315102704e-05,4.107191853108816e-05,7.543058745795861e-05,7.177880615927279e-05,5.477585000335239e-05,7.275298412423581e-05,4.757765418617055e-05,5.335867535904981e-05,3.9985265175346285e-05,7.491646829294041e-05,7.389306847471744e-05,4.385517240734771e-05,2.2306754544842988e-05,6.560389010701329e-05,4.850681943935342e-05,5.726395465899259e-05,6.078819205868058e-05,3.0221317501855083e-05,5.962271825410426e-05,6.282437243498862e-05,5.782269363407977e-05,6.77310599712655e-05,1.2671645890804939e-05,7.984023795870598e-06,0.00010556681809248403,2.8749245757353492e-05,5.787816917290911e-05,5.009735468775034e-05,3.93976442865096e-05,8.853087638271973e-05,9.013724775286391e-05,0.0003899752628058195,0.00015192138380371034,9.473752288613468e-05,0.00011870434536831453,2.775253051368054e-05,4.74862645205576e-05,0.000105108498246409,7.474862650269642e-05
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00032608435139991343,0.0003310891625005752,0.00029594608349725604,0.0003430435317568481,0.000273217010544613,0.0002502493734937161,0.00027816795045509934,0.0003876634582411498,0.0003098213637713343,0.00021657328761648387,0.0002936172531917691,0.00026668625650927424,0.00027414405485615134,0.0003209005226381123,0.0002795928157866001,0.00029501106473617256,0.0003117847954854369,0.0002886770525947213,0.0002988502674270421,0.00033740195794962347,0.0002950685448013246,0.0002905499713961035,0.0002951450878754258,0.0003261469828430563,0.00023737656010780483,0.0002916327794082463,0.00029508437728509307,0.00028153040329925716,0.0003233586612623185,0.0002774980093818158,0.0003524768690112978,0.00020661309827119112,0.0002592156233731657,0.0003079415764659643,0.00013203216076362878,0.0002631971437949687,0.0002799684298224747,0.0002127975458279252,0.0003006233600899577,0.00040119956247508526,0.0004080370126757771,0.0002539066190365702
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,1.7982840290642343e-05,3.8611513446085155e-05,9.237410267814994e-05,4.505545803112909e-05,7.623647979926318e-05,3.843649756163359e-05,5.187029455555603e-05,9.982281335396692e-05,6.419015699066222e-05,2.5433319024159573e-05,0.00013369720545597374,9.768657037056983e-05,6.0008573200320825e-05,4.95924505230505e-05,9.648627747083083e-05,3.9932652725838125e-05,9.987950033973902e-05,6.236059562070295e-05,3.4641641832422465e-05,4.460458512767218e-05,4.7173642087727785e-05,0.0001543594989925623,8.187656931113452e-05,9.261646482627839e-05,2.311218122486025e-05,4.3113792344229296e-05,3.231411028536968e-05,5.6686829339014366e-05,3.2753057894296944e-05,6.0511636547744274e-05,0.00013211529585532844,5.044435602030717e-05,0.00012651359429582953,9.372207568958402e-05,0.0003327548038214445,3.4162272640969604e-05,2.715582013479434e-05,0.00016234740905929357,3.960802496294491e-05,4.499957867665216e-05,8.025488205021247e-05,0.0001223153230967
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0013903513317927718,0.0017084487481042743,0.0013533656019717455,0.0013478526379913092,0.0011206534691154957,0.0010140412487089634,0.0006888334755785763,0.0018248282140120864,0.0008269658428616822,0.0013727020705118775,0.0016192905604839325,0.002069159410893917,0.0012416522949934006,0.0005487472517415881,0.001535875489935279,0.0012120729079470038,0.0015959671000018716,0.0003682964888866991,0.00018776764045469463,0.002350033726543188,0.0010625404538586736,0.0016878568567335606,0.0007664493750780821,0.00123915309086442,0.00038646484608761966,0.0006631453870795667,0.000638192577753216,0.0006062706233933568,0.000513458508066833,0.0008200635202229023,0.0011070716427639127,0.0005571495275944471,0.0017161386786028743,0.0015591762494295835,0.00017289828974753618,0.0003533065028022975,0.0012550625251606107,0.0006574440049007535,0.0014680835884064436,0.000298173661576584,0.0007903471123427153,0.0006257356144487858
