,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
10,The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.37092772126197815,0.2099064141511917,0.14864683151245117,0.2732507586479187,0.12671710550785065,0.24016521871089935,0.2258518785238266,0.2518429756164551,0.0796980932354927,0.18217448890209198,0.1530442237854004,0.22157512605190277,0.20074205100536346,0.3047764301300049,0.16272269189357758,0.15415799617767334,0.13058839738368988,0.28745174407958984,0.18159225583076477,0.14003890752792358,0.20311479270458221,0.20909982919692993,0.19917340576648712,0.18885965645313263,0.09128838032484055,0.2382950633764267,0.2554922103881836,0.12792977690696716,0.1744927316904068,0.11566787958145142,0.23974166810512543,0.20132435858249664,0.2073468714952469,0.21662645041942596,0.32046085596084595,0.30678996443748474,0.25135573744773865,0.15128743648529053,0.2934015393257141,0.1222854033112526,0.13698455691337585,0.22363485395908356
11,Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.6796416640281677,0.47560521960258484,0.41044607758522034,0.6888507604598999,0.4460560083389282,0.42290425300598145,0.3702925741672516,0.6524689197540283,0.4252946972846985,0.4349956810474396,0.356049120426178,0.24497796595096588,0.34735947847366333,0.5839382410049438,0.41628891229629517,0.5208303928375244,0.28544923663139343,0.39077964425086975,0.5147625207901001,0.3087059259414673,0.4983093738555908,0.5301582217216492,0.5211341381072998,0.35924461483955383,0.2756216824054718,0.5488944053649902,0.49413827061653137,0.31562793254852295,0.6602880954742432,0.40899911522865295,0.45420289039611816,0.2085682898759842,0.4836466908454895,0.30127471685409546,0.566331148147583,0.6310822367668152,0.5285012722015381,0.43627896904945374,0.3486708998680115,0.22120222449302673,0.458477646112442,0.591404139995575
12,Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.23835952579975128,0.049206607043743134,0.029272535815835,0.08900380879640579,0.08109775185585022,0.04545708745718002,0.062102027237415314,0.03698486462235451,0.04266306757926941,0.07378188520669937,0.12082327157258987,0.08310817182064056,0.09391991049051285,0.0691942498087883,0.056952301412820816,0.050654925405979156,0.06783512234687805,0.037682972848415375,0.04467558488249779,0.11817388236522675,0.10104018449783325,0.06065082922577858,0.08526689559221268,0.04580254480242729,0.0294348057359457,0.044933486729860306,0.0582246407866478,0.010300291702151299,0.06446104496717453,0.029462581500411034,0.03165677934885025,0.0966050922870636,0.018804293125867844,0.01297503337264061,0.020876344293355942,0.045671846717596054,0.020057201385498047,0.0586000420153141,0.043237537145614624,0.011703142896294594,0.07422899454832077,0.03947380557656288
13,Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.08223987370729446,0.07650554180145264,0.07136432826519012,0.10539064556360245,0.104765385389328,0.08515435457229614,0.04071987792849541,0.05616864562034607,0.11174660176038742,0.0844530388712883,0.08312515169382095,0.08784429728984833,0.07628560811281204,0.09910224378108978,0.05305640026926994,0.0933869332075119,0.037506796419620514,0.09344834834337234,0.10760466754436493,0.08369617164134979,0.05195385962724686,0.07489252835512161,0.1217828020453453,0.039288125932216644,0.060145340859889984,0.07759693264961243,0.11383619159460068,0.03066970780491829,0.07072047889232635,0.06390634179115295,0.12555846571922302,0.06054193153977394,0.09220657497644424,0.07716295123100281,0.0902467742562294,0.0564972423017025,0.08358130604028702,0.09040101617574692,0.0752076804637909,0.10563816130161285,0.09856877475976944,0.17806097865104675
14,California is the most,The bear flag state is the most,California,The bear flag state, populous,0.21317601203918457,0.08460123836994171,0.14291220903396606,0.07473857700824738,0.08909526467323303,0.03536270186305046,0.08737368881702423,0.06831978261470795,0.06919313967227936,0.05297022685408592,0.1004176065325737,0.06393933296203613,0.115914486348629,0.09900830686092377,0.18838055431842804,0.06684735417366028,0.21870222687721252,0.06922897696495056,0.06363364309072495,0.17578287422657013,0.22560033202171326,0.04015077278017998,0.15375001728534698,0.15822795033454895,0.04095809906721115,0.02657349593937397,0.12722167372703552,0.04420075938105583,0.031245386227965355,0.11506890505552292,0.060027845203876495,0.12000375241041183,0.034845300018787384,0.037870172411203384,0.07307210564613342,0.031202364712953568,0.017880039289593697,0.12906986474990845,0.028288429602980614,0.04711882025003433,0.11484488844871521,0.12577779591083527
15,California is the most,The golden bear state is the most,California,The golden bear state, populous,0.21317601203918457,0.06684040278196335,0.12033578008413315,0.052049003541469574,0.09403617680072784,0.03611743077635765,0.09907550364732742,0.05542175844311714,0.06639841943979263,0.04436817392706871,0.06747618317604065,0.04028186574578285,0.03365205600857735,0.05460941046476364,0.1262304037809372,0.08023500442504883,0.17715942859649658,0.06972621381282806,0.052598729729652405,0.14346709847450256,0.11718477308750153,0.07728826254606247,0.07220156490802765,0.07387404143810272,0.04338335618376732,0.02393314242362976,0.15537627041339874,0.049648527055978775,0.06723439693450928,0.07608338445425034,0.045799653977155685,0.079185351729393,0.03846215084195137,0.03560600057244301,0.06262298673391342,0.02861771360039711,0.051100730895996094,0.061805013567209244,0.032533686608076096,0.05761701241135597,0.07253295183181763,0.13196444511413574
16,Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.5084292888641357,0.23879367113113403,0.18749603629112244,0.18120892345905304,0.17672330141067505,0.2829623818397522,0.18885259330272675,0.20834213495254517,0.33119386434555054,0.26210734248161316,0.28943508863449097,0.16715435683727264,0.16683295369148254,0.23709528148174286,0.13430851697921753,0.24662646651268005,0.12191208451986313,0.1652197241783142,0.1856795996427536,0.23901541531085968,0.23000647127628326,0.24302423000335693,0.3048999607563019,0.22520235180854797,0.300650417804718,0.2208978235721588,0.20962472259998322,0.17424806952476501,0.19672322273254395,0.3897590637207031,0.30122610926628113,0.2546648383140564,0.21404750645160675,0.3306922912597656,0.16020427644252777,0.2906263470649719,0.28477513790130615,0.4183468520641327,0.2765534818172455,0.2450224757194519,0.30827128887176514,0.24696528911590576
17,Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.17630963027477264,0.047272179275751114,0.0667329728603363,0.02118661440908909,0.06006055325269699,0.029936857521533966,0.028199700638651848,0.0378309041261673,0.028044292703270912,0.035296689718961716,0.06035689637064934,0.010482881218194962,0.020473862066864967,0.021932994946837425,0.03448816388845444,0.07334720343351364,0.04324859380722046,0.02735692635178566,0.020243192091584206,0.03470253199338913,0.033231958746910095,0.03239731118083,0.034273575991392136,0.0314740389585495,0.04575091972947121,0.05709852650761604,0.048364415764808655,0.049013447016477585,0.05506658926606178,0.043271150439977646,0.02777155116200447,0.037471264600753784,0.03760300576686859,0.03405912593007088,0.03265736252069473,0.03556445986032486,0.019335487857460976,0.03301657363772392,0.02761152945458889,0.09615138918161392,0.06352759152650833,0.05733358860015869
18,Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.5730769634246826,0.6139867901802063,0.368592232465744,0.7129388451576233,0.5505664348602295,0.5786368250846863,0.3606034219264984,0.5123965740203857,0.6896225214004517,0.6442793011665344,0.7175601124763489,0.5534211993217468,0.41084393858909607,0.610649824142456,0.46267929673194885,0.6477559208869934,0.4898748993873596,0.6047384142875671,0.4971849024295807,0.6030002236366272,0.31472817063331604,0.5772972702980042,0.6924594044685364,0.5333101749420166,0.638924777507782,0.5480005741119385,0.5710161924362183,0.40121638774871826,0.619517982006073,0.5727423429489136,0.6350809335708618,0.4677578806877136,0.7183902859687805,0.5238803625106812,0.5126190781593323,0.5860670804977417,0.6290751695632935,0.5034090876579285,0.6575560569763184,0.641129195690155,0.5313335657119751,0.735792338848114
19,Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.252818763256073,0.2651621997356415,0.10414484143257141,0.2235107123851776,0.1384713351726532,0.11082596331834793,0.12926270067691803,0.15702156722545624,0.25365328788757324,0.2092682123184204,0.22330382466316223,0.015806743875145912,0.17303869128227234,0.23916810750961304,0.12797559797763824,0.1487112045288086,0.1306578516960144,0.1690061390399933,0.15254788100719452,0.25674471259117126,0.21816223859786987,0.038764145225286484,0.17475217580795288,0.1993722766637802,0.18230986595153809,0.20386046171188354,0.13302767276763916,0.09511128067970276,0.24703443050384521,0.2669614255428314,0.10110516101121902,0.2846059501171112,0.16804328560829163,0.12445192039012909,0.13098439574241638,0.15887382626533508,0.10971400886774063,0.14382106065750122,0.13564947247505188,0.18437446653842926,0.25296303629875183,0.1072569414973259
20,James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.055993277579545975,0.07543729990720749,0.03748290240764618,0.05210109055042267,0.043751806020736694,0.05173208564519882,0.04038616642355919,0.10296966135501862,0.07163681834936142,0.03062078170478344,0.05961226671934128,0.032420814037323,0.05203208327293396,0.041651614010334015,0.0618012510240078,0.06848762929439545,0.053290534764528275,0.0644284337759018,0.0661047026515007,0.0685751885175705,0.06444890797138214,0.07448501884937286,0.06812190264463425,0.07885841280221939,0.09263533353805542,0.06415282934904099,0.07682931423187256,0.04512801393866539,0.0741412490606308,0.08009013533592224,0.04947686567902565,0.07147428393363953,0.06294513493776321,0.05560256540775299,0.09455084800720215,0.06551115214824677,0.02401266060769558,0.039184607565402985,0.05808207765221596,0.07656223326921463,0.1083495244383812,0.08238490670919418
21,Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,0.0007610786124132574,0.0002456888905726373,0.0001723115419736132,0.0003168568364344537,0.00020890060113742948,0.0006404646555893123,0.0003818253753706813,0.00023496402718592435,0.0002762196527328342,0.0003005087492056191,0.00011160514986841008,0.0011634869733825326,0.0002468266466166824,0.00011262199404882267,0.0003382063005119562,0.0002775152970571071,0.00023045169655233622,0.0002047999732894823,0.00017651930102147162,0.000216845452087,0.00022420989989768714,0.00042138725984841585,0.0001344410702586174,0.00033401919063180685,0.000441772019257769,0.00015067748608998954,0.0003800084814429283,0.00027880625566467643,8.026799332583323e-05,0.00019915647862944752,0.000293604884063825,0.00019307808543089777,0.0003946240758523345,0.00032034359173849225,0.00021273894526530057,0.0007368625956587493,0.00016341857553925365,0.00026411755243316293,0.00012172695278422907,6.952296826057136e-05,7.471303251804784e-05,0.00039661306072957814
22,Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.6204220652580261,0.6671057343482971,0.6806700825691223,0.6132751703262329,0.8339546322822571,0.6549842953681946,0.5610590577125549,0.6147090196609497,0.34888046979904175,0.7781652808189392,0.6998994946479797,0.5743278861045837,0.6205326318740845,0.5072612166404724,0.5278872847557068,0.5929132103919983,0.405964195728302,0.6153110861778259,0.6275151371955872,0.5893405675888062,0.5831787586212158,0.48737749457359314,0.44652804732322693,0.7191237211227417,0.6699371337890625,0.7861758470535278,0.5429999232292175,0.6993623971939087,0.6291724443435669,0.7180230021476746,0.600276529788971,0.5716029405593872,0.5990114808082581,0.7214658260345459,0.4641891419887543,0.6688383221626282,0.5106973648071289,0.42843565344810486,0.587627112865448,0.39083003997802734,0.46297764778137207,0.4296867251396179
23,Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,0.009055799804627895,0.00026560892001725733,0.0001537856733193621,0.0001336304994765669,0.0003223656676709652,0.00016172212781384587,0.00017850822769105434,0.00016926757234614342,0.00024589651729911566,0.00033534326939843595,0.0003566854866221547,1.3525347640097607e-05,0.00011956176604144275,0.00010443849896546453,0.00036827666917815804,0.0003814371593762189,0.0002763535885605961,0.00018608846585266292,9.778221283340827e-05,0.00012232399603817612,0.0004242843424435705,0.00019809638615697622,0.0001943627867149189,0.00021835751249454916,0.00011641781020443887,0.0004906859830953181,0.00017882304382510483,0.00052789191249758,0.0002290979609824717,0.0003005264443345368,9.79624965111725e-05,3.8305493944790214e-05,0.00019568277639336884,0.00026552705094218254,7.975380140123889e-05,0.0004967230488546193,0.0002223186456831172,0.00010524327080929652,0.0004150280437897891,5.4483854910358787e-05,0.00029903725953772664,7.671045750612393e-05
24,Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.7826583981513977,0.784845232963562,0.3434116840362549,0.49977847933769226,0.4457510709762573,0.6695691347122192,0.28725218772888184,0.6399467587471008,0.33405882120132446,0.21650050580501556,0.5142855048179626,0.16898278892040253,0.4562469720840454,0.5616335272789001,0.5649887919425964,0.4189629554748535,0.34923627972602844,0.33766916394233704,0.319973349571228,0.6177698373794556,0.5684100389480591,0.7172618508338928,0.49154114723205566,0.6410591006278992,0.5212117433547974,0.47943049669265747,0.3229242265224457,0.5288251042366028,0.6502161026000977,0.1994672566652298,0.7555564641952515,0.6450009346008301,0.20499196648597717,0.5881854295730591,0.5743066668510437,0.628217875957489,0.06635793298482895,0.022584203630685806,0.7394186854362488,0.6223854422569275,0.6738847494125366,0.6356205344200134
25,Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.08564883470535278,0.005639840383082628,0.005120010115206242,0.00470710126683116,0.0020637137349694967,0.007002334576100111,0.0036940984427928925,0.004360306076705456,0.004061747342348099,0.003048071637749672,0.005095149390399456,0.0031493084970861673,0.004698165226727724,0.006162737030535936,0.005011135246604681,0.00418084766715765,0.004383382387459278,0.004760443698614836,0.004297401290386915,0.002894946141168475,0.007416623178869486,0.005449132993817329,0.004551607184112072,0.0032165355514734983,0.008876079693436623,0.005417937412858009,0.00677458755671978,0.00328123290091753,0.003921541851013899,0.005837061442434788,0.006110073067247868,0.008838138543069363,0.010441821068525314,0.005031004548072815,0.008624066598713398,0.006275413557887077,0.006833948194980621,0.010486656799912453,0.005344833713024855,0.003240821650251746,0.005554839037358761,0.0052555026486516
26,Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,0.002423867816105485,0.0010892081772908568,0.0010766785126179457,0.0014057428343221545,0.0012583715142682195,0.0019121728837490082,0.001335957902483642,0.0010389190865680575,0.0009053766261786222,0.001151261036284268,0.0011771462159231305,0.0008984589367173612,0.0022472224663943052,0.001373152481392026,0.0008565359166823328,0.0005556252435781062,0.0011152146616950631,0.0008152835071086884,0.0008184934267774224,0.001618062611669302,0.0018364066490903497,0.0010014232248067856,0.0016224029241129756,0.0003572643909137696,0.0008567930199205875,0.0004857596359215677,0.0012853218941017985,0.0006850056815892458,0.0007326218765228987,0.0009594038128852844,0.0011942831333726645,0.0007271055364981294,0.0008595815161243081,0.0004938245983794332,0.001325682969763875,0.0011519523104652762,0.01726202480494976,0.0011534133227542043,0.001303334254771471,0.0013327013002708554,0.000604816887062043,0.0005718621541745961
27,Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.13000571727752686,0.001722118817269802,0.0015371049521490932,0.001949379569850862,0.0017953052883967757,0.0014278090093284845,0.0017839332576841116,0.004613195080310106,0.0018634672742336988,0.003404538845643401,0.0014722762862220407,0.00044866130338050425,0.0015445592580363154,0.0034261716064065695,0.002218516543507576,0.0025253850035369396,0.002000773325562477,0.0006826601456850767,0.003499038750305772,0.0012919350992888212,0.0023120087571442127,0.0010498476913198829,0.005689022596925497,0.001197584206238389,0.0010409114183858037,0.003378876019269228,0.0016564668621867895,0.0007099809590727091,0.002821053611114621,0.0015427161706611514,0.0009970386745408177,0.0014966126764193177,0.0012074842816218734,0.003327619982883334,0.0018154053250327706,0.0011941198026761413,0.0021131455432623625,0.0015304330736398697,0.0029322218615561724,0.0026869194116443396,0.0040860604494810104,0.00120447832159698
