,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,0.00013495658640749753,0.001288956613279879,0.002840548288077116,0.0005546554457396269,0.001157109858468175,0.0014599229907616973,0.0008626134367659688,0.001927930861711502,0.0008629009826108813,0.000585481699090451,0.0005970804486423731,0.0014572414802387357,0.000845441478304565,0.00036550674121826887,0.0005921288393437862,0.000991055159829557,0.0009878708515316248,0.00101450365036726,0.001987373922020197,0.0007181531982496381,0.0014369833515956998,0.001954845152795315,0.0015638492768630385,0.0024079594295471907,0.001615725690498948,0.0015958548756316304,0.0010300487047061324,0.0010378146544098854,0.0009914305992424488,0.0020054695196449757,0.0006593543221242726,0.00042808937723748386,0.001135577680543065,0.001040304428897798,0.0015334426425397396,0.00138767808675766,0.00039494206430390477,0.0011113622458651662,0.0005238901940174401,0.0005783062661066651,0.0004892886499874294,0.0013938884949311614
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.335401121759787e-05,2.5962792278733104e-05,3.9150800148490816e-05,1.271941073355265e-05,1.1025505955331028e-05,4.406172956805676e-05,3.6174358683638275e-05,9.204041271004826e-05,4.115380943403579e-05,6.572872371179983e-05,1.9001972759724595e-05,0.00015191519923973829,2.0267314539523795e-05,8.764315862208605e-05,2.830320954672061e-05,6.933596159797162e-05,3.0696173780597746e-05,3.0589686502935365e-05,0.00012233335291966796,6.760637006664183e-06,5.767009952251101e-06,2.2994106984697282e-05,0.00010375177953392267,3.270942761446349e-05,3.0278319172794e-05,3.12021620629821e-05,8.385544788325205e-05,1.1216347957088146e-05,4.609349343809299e-05,4.1015195165527984e-05,4.256571173755219e-06,2.4782264517853037e-05,7.303941674763337e-05,1.262457953998819e-05,5.6341294111916795e-05,2.7101385057903826e-05,0.00020608062914106995,1.856942799349781e-05,9.169391705654562e-05,8.2684877270367e-05,6.970927643124014e-06,3.6685774830402806e-05
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.004374817945063114,0.005587941035628319,0.0009456842090003192,0.009459380060434341,0.001315731555223465,0.0033964253962039948,0.0027585290372371674,0.011509960517287254,0.002070562681183219,0.005061073694378138,0.00017106968152802438,0.00479382649064064,0.0033140701707452536,0.012324594892561436,0.002848499920219183,0.0025636949576437473,0.001703794114291668,0.007859512232244015,0.005046572536230087,0.0013046374078840017,0.0006534680142067373,0.002573705045506358,0.010187160223722458,0.0012741778045892715,0.0020377521868795156,0.0005097289686091244,0.010738009586930275,0.0002627444046083838,0.0027824477292597294,0.00401574419811368,0.00043843366438522935,0.008497042581439018,0.0054151457734405994,0.003421098692342639,0.005780073348432779,0.001114677987061441,0.003204513341188431,0.001137010520324111,0.016146918758749962,0.007744505535811186,0.0005498969694599509,0.0007609337335452437
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,2.517986672501138e-07,2.3457857878383948e-06,4.298630756238708e-06,2.7971261715720175e-06,2.211056653322885e-06,2.044496568487375e-06,1.9155245354340877e-06,5.221299943514168e-06,1.991327735595405e-06,2.7257224246568512e-06,3.26396639138693e-06,1.8402624846203253e-06,2.954154751932947e-06,1.203195779453381e-06,1.2950723657922936e-06,4.75112983622239e-06,1.159348698820395e-06,2.3775926365487976e-06,2.4936982754297787e-06,9.479600748818484e-07,2.869230229407549e-06,3.2453501717100153e-06,4.163807261647889e-06,3.091372946073534e-06,1.8465964330971474e-06,2.7132737159263343e-06,6.136344381957315e-06,1.553889660499408e-06,1.628787572371948e-06,3.26031386066461e-06,4.563432412396651e-06,2.343350161027047e-06,2.640610546222888e-06,1.69591078247322e-06,2.6848942979995627e-06,1.4248253137338907e-06,7.290042844942946e-07,1.523290393379284e-06,2.34809431276517e-06,2.052895297310897e-06,1.6708396515241475e-06,1.8603013813844882e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.001007366692647338,0.001920084934681654,0.0012982917251065373,0.0049279904924333096,0.0015610861591994762,0.0019370438531041145,0.0017644698964431882,0.0032021382357925177,0.002890302799642086,0.003172926139086485,0.0017851273296400905,0.004055763129144907,0.0013288235059008002,0.005422214511781931,0.0010276848915964365,0.001710380194708705,0.002381374128162861,0.00253624957986176,0.0009340636315755546,0.0007676054374314845,0.002446424448862672,0.0015436962712556124,0.003199126338586211,0.0016302933217957616,0.001515931449830532,0.002017662161961198,0.0053058504126966,0.0024301870726048946,0.004228653386235237,0.0014042416587471962,0.0010230058105662465,0.0032821628265082836,0.003007161896675825,0.0010192095069214702,0.0026971984189003706,0.002532222308218479,0.00410147150978446,0.004161350894719362,0.004246623255312443,0.0016515592578798532,0.0016871007392182946,0.0050323172472417355
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.1521821079440997e-06,1.1223798992432421e-06,1.3669539384864038e-06,1.771815050233272e-06,1.454166522307787e-06,1.4148342870612396e-06,2.3395568859996274e-06,1.632688054087339e-06,1.9345927739777835e-06,2.560000893936376e-06,2.344283984712092e-06,2.0757401216542348e-05,1.8246073523187079e-06,2.1343569187592948e-06,1.6234076838372857e-06,1.3975970887258882e-06,1.7823714415499126e-06,1.7853597000794252e-06,1.4907799368302221e-06,7.602184268762358e-07,1.2713353498838842e-06,2.142481662303908e-06,1.615492351447756e-06,1.5130542578845052e-06,1.6076401152531616e-06,1.8953302287627594e-06,2.0607606074918294e-06,1.8733979914031806e-06,1.5895572005319991e-06,1.2107932434446411e-06,1.519719944553799e-06,1.4371304359883652e-06,2.672735035957885e-06,1.1280679927949677e-06,1.6096906847451464e-06,1.3524107771445415e-06,4.261394678906072e-06,3.7104553030076204e-06,2.0814588879147777e-06,9.890533192447037e-07,1.5213960296023288e-06,2.7781968583440175e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,5.4111176723381504e-05,0.00012066509953001514,0.00011492642079247162,3.61267157131806e-05,2.9861772418371402e-05,0.0001448583061574027,4.1340790630783886e-05,0.0002362617669859901,4.6647590352222323e-05,0.00021068216301500797,1.4642828318756074e-05,0.0007044177618809044,2.439028503431473e-05,0.0004537296772468835,3.992255369666964e-05,8.615037950221449e-05,4.6723194827791303e-05,0.00012045491166645661,0.0002464147692080587,2.5404035113751888e-05,1.6104519090731628e-05,5.714721919503063e-05,0.00069583480944857,4.928197813569568e-05,8.737602911423892e-05,2.7237018002779223e-05,0.0005173681420274079,7.910929525678512e-06,9.550672984914854e-05,0.00010415763244964182,1.2610797966772225e-05,9.652120206737891e-05,9.257573401555419e-05,4.02239165850915e-05,0.00014530497719533741,3.006242695846595e-05,0.00029591383645311,0.00010968319838866591,0.00019600099767558277,0.00010940055653918535,2.154925823560916e-05,3.7385969335446134e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.000731999462004751,0.0009863731684163213,0.0006650435971096158,0.0026447742711752653,0.0007303776801563799,0.0011408297577872872,0.0013949965359643102,0.0022418848238885403,0.000871640513651073,0.0012264280812814832,0.0011982035357505083,0.0026592027861624956,0.0006222309311851859,0.002325724344700575,0.00041731007513590157,0.0008012790349312127,0.0008612838573753834,0.0012729993322864175,0.0005751884891651571,0.00036074049421586096,0.0005016293725930154,0.0006570902187377214,0.0015719191869720817,0.0006328907911665738,0.0008749976987019181,0.0010856437729671597,0.0027119771111756563,0.0012413960648700595,0.001489385962486267,0.0007179272943176329,0.0005590318469330668,0.0018966131610795856,0.0027728185523301363,0.00087075523333624,0.001250636181794107,0.001168346032500267,0.0023714948911219835,0.0011826391564682126,0.0009903964819386601,0.0007216315134428442,0.0005933587672188878,0.0024312769528478384
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,0.00015657169569749385,5.440018867375329e-05,2.5406719942111522e-05,9.926685015670955e-05,3.721484245033935e-05,6.125523941591382e-05,5.309628977556713e-05,7.470160926459357e-05,5.32870544702746e-05,6.465867772931233e-05,2.0783358195330948e-05,8.937338134273887e-05,4.732847446575761e-05,8.415658521698788e-05,4.506307959672995e-05,3.8306257920339704e-05,3.167357499478385e-05,6.482386379502714e-05,6.179749470902607e-05,1.644594522076659e-05,1.4621789887314662e-05,5.469048846862279e-05,8.790463471086696e-05,3.548534004949033e-05,2.7625994334812276e-05,4.270881981938146e-05,0.00012747725122608244,1.6582536773057655e-05,3.591626591514796e-05,2.7622345442068763e-05,2.1037270926171914e-05,5.005819912184961e-05,8.007948054000735e-05,2.284901165694464e-05,8.904156129574403e-05,2.5435840143472888e-05,8.318562322529033e-05,5.9497881011338905e-05,6.159470649436116e-05,4.857331805396825e-05,1.5199713743641041e-05,6.852986552985385e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,1.3712716281588655e-05,9.113165287999436e-05,0.0001637090026633814,0.00012937438441440463,9.979149763239548e-05,0.00010669049515854567,6.550166290253401e-05,0.00012045223411405459,7.677638495806605e-05,0.00013528931594919413,9.186453826259822e-05,4.366672146716155e-05,6.541633774759248e-05,7.836105942260474e-05,5.051329208072275e-05,0.00014855561312288046,6.966203363845125e-05,9.89175823633559e-05,0.00011710281978594139,3.763728454941884e-05,0.000124524041893892,9.02336832950823e-05,0.0001303403259953484,9.033527749124914e-05,5.061687988927588e-05,8.138034900184721e-05,0.00016327585035469383,7.959291542647406e-05,5.7575620303396136e-05,0.00017107771418523043,0.00013856918667443097,7.545560947619379e-05,0.0001535917108412832,0.00014084941358305514,9.5651215815451e-05,4.340938539826311e-05,3.7545720260823146e-05,1.8695609469432384e-05,6.217461486812681e-05,7.664501026738435e-05,5.087998943054117e-05,4.8182344471570104e-05
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,4.038749921164708e-06,2.500973641872406e-05,7.610343891428784e-05,7.630827894899994e-05,2.1174108042032458e-05,2.5480521799181588e-05,3.559877586667426e-05,1.8421987988404e-05,5.09375604451634e-05,0.00013484344526659697,7.98523033154197e-05,5.651390165439807e-05,1.8354599887970835e-05,6.526210199808702e-05,3.625767567427829e-05,7.878136966610327e-05,1.5980132957338355e-05,2.2456231818068773e-05,4.227075260132551e-05,7.984023795870598e-06,6.64254548610188e-05,4.742371675092727e-05,4.796826760866679e-05,3.9916172681842e-05,3.1579762435285375e-05,2.9855367756681517e-05,9.469497308600694e-05,1.2648598385567311e-05,1.7859953004517592e-05,3.763656786759384e-05,5.844858242198825e-05,8.173771675501484e-06,8.537834946764633e-05,2.292063072673045e-05,4.191003245068714e-05,1.2539569070213474e-05,3.317735900054686e-05,0.00014662506873719394,2.625894376251381e-05,2.063095598714426e-05,1.9560809960239567e-05,0.0001087337004719302
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00032608435139991343,0.0003310891625005752,0.00031853021937422454,0.0002890736795961857,0.00030214182334020734,0.0003725127608049661,0.00026069433079101145,0.000284425012068823,0.00032810537959448993,0.0002319178602192551,0.00033634991268627346,0.0003436518309172243,0.0002349000860704109,0.00026327799423597753,0.0003011917578987777,0.0003336776280775666,0.00026575650554150343,0.0003452980308793485,0.00027018709806725383,0.00029508437728509307,0.00030024326406419277,0.0002417775394860655,0.00026932559558190405,0.00047546575660817325,0.0002025872381636873,0.00030146961216814816,0.0002261161571368575,0.00024890489294193685,0.0003336084773764014,0.00022645473654847592,0.00038959976518526673,0.00022087500838097185,0.0003458692808635533,0.00020100874826312065,0.00023114631767384708,0.0002688778913579881,0.00032090049353428185,0.00014401933003682643,0.0003264773986302316,0.0003044486220460385,0.0002251072583021596,0.00037584544043056667
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,1.7982840290642343e-05,3.8611513446085155e-05,0.00011942003038711846,4.751834785565734e-05,3.364644726389088e-05,0.00011505332076922059,5.518202669918537e-05,0.0001385966024827212,7.188446761574596e-05,0.00012996760779060423,4.0582483052276075e-05,0.0006377917598001659,4.745999467559159e-05,0.00026160149718634784,5.482847336679697e-05,4.793691914528608e-05,7.606373401358724e-05,8.308877295348793e-05,0.0002140776632586494,3.231411028536968e-05,1.4341830137709621e-05,5.677966328221373e-05,0.00022219552192837,0.00012552562111523002,9.17973811738193e-05,2.8872047550976276e-05,0.0001157281149062328,1.3075949937046971e-05,4.543557588476688e-05,0.00016523987869732082,1.3391014363151044e-05,3.330375693622045e-05,3.083234332734719e-05,2.0960851543350145e-05,7.962734525790438e-05,3.919004666386172e-05,0.00012333276390563697,0.00015755021013319492,0.00010520460637053475,9.669656719779596e-05,7.664661097805947e-06,5.529552436200902e-05
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0013903513317927718,0.0017084487481042743,0.0005855868803337216,0.0013155668275430799,0.0011289125541225076,0.0010495487367734313,0.001379012712277472,0.0012365730945020914,0.0009769584285095334,0.0012727564899250865,0.0003612921864259988,0.001007186365313828,0.0009894099785014987,0.0010999016230925918,0.0009522873442620039,0.0012071708915755153,0.0006780616822652519,0.0009554221760481596,0.0012975187273696065,0.000638192577753216,0.00047463717055507004,0.00103793537709862,0.0011498433304950595,0.0006660476792603731,0.002738666022196412,0.0005094397929497063,0.000987433479167521,0.0005218106671236455,0.000685573962982744,0.002461374970152974,0.0003961396578233689,0.0012837977847084403,0.0014723154017701745,0.0013653524219989777,0.0005221407627686858,0.0009269092697650194,0.0005371341831050813,0.00013440597103908658,0.000988782150670886,0.0015649375272914767,0.0007598227239213884,0.00048009195597842336
